"日期","收盘","开盘","高","低","交易量","涨跌幅"
"1993年5月25日","997.95","1,020.32","1,020.32","965.29","-","-2.75%"
"1993年5月24日","1,026.13","1,143.15","1,143.15","1,026.13","-","-10.30%"
"1993年5月21日","1,143.97","1,177.30","1,178.54","1,133.20","-","-1.84%"
"1993年5月20日","1,165.40","1,148.56","1,175.20","1,148.56","-","1.58%"
"1993年5月19日","1,147.22","1,129.10","1,147.22","1,127.43","-","1.50%"
"1993年5月18日","1,130.26","1,140.04","1,148.34","1,128.75","-","-0.86%"
"1993年5月17日","1,140.04","1,162.07","1,162.07","1,097.61","-","-2.35%"
"1993年5月14日","1,167.47","1,180.46","1,201.44","1,161.19","-","-0.83%"
"1993年5月13日","1,177.28","1,140.21","1,177.28","1,140.21","-","3.27%"
"1993年5月12日","1,140.05","1,138.62","1,160.42","1,134.75","-","0.29%"
"1993年5月11日","1,136.74","1,124.85","1,138.49","1,107.66","-","0.75%"
"1993年5月10日","1,128.29","1,216.72","1,221.98","1,110.94","-","-5.96%"
"1993年5月7日","1,199.81","1,194.26","1,210.78","1,159.16","-","3.17%"
"1993年5月6日","1,162.92","1,250.39","1,250.39","1,151.49","-","-6.73%"
"1993年5月5日","1,246.82","1,232.65","1,273.13","1,204.06","-","0.46%"
"1993年5月4日","1,241.16","1,352.08","1,365.92","1,234.55","-","-8.21%"
"1993年5月3日","1,352.24","1,379.71","1,380.50","1,349.74","-","-0.48%"
"1993年4月30日","1,358.78","1,341.54","1,363.11","1,336.59","-","0.67%"
"1993年4月29日","1,349.68","1,377.04","1,392.62","1,348.38","-","-1.66%"
"1993年4月28日","1,372.50","1,371.10","1,382.83","1,357.91","-","0.66%"
"1993年4月27日","1,363.44","1,379.43","1,391.42","1,360.83","-","1.33%"
"1993年4月26日","1,345.61","1,298.92","1,345.73","1,282.54","-","6.77%"
"1993年4月23日","1,260.25","1,288.51","1,295.76","1,255.87","-","-0.56%"
"1993年4月22日","1,267.35","1,227.10","1,267.35","1,220.27","-","3.66%"
"1993年4月21日","1,222.56","1,234.71","1,243.47","1,220.09","-","-1.05%"
"1993年4月20日","1,235.52","1,257.10","1,257.10","1,233.72","-","1.01%"
"1993年4月19日","1,223.22","1,203.85","1,241.86","1,185.76","-","0.70%"
"1993年4月16日","1,214.75","1,282.79","1,287.08","1,211.83","-","-5.01%"
"1993年4月15日","1,278.84","1,265.30","1,298.34","1,255.94","-","0.51%"
"1993年4月14日","1,272.39","1,326.85","1,339.93","1,267.60","-","-1.92%"
"1993年4月13日","1,297.36","1,183.70","1,297.36","1,180.88","-","7.80%"
"1993年4月12日","1,203.54","1,254.62","1,276.41","1,195.57","-","-3.18%"
"1993年4月9日","1,243.02","1,322.07","1,340.91","1,236.46","-","0.41%"
"1993年4月8日","1,238.00","1,099.62","1,237.07","1,099.62","-","12.58%"
"1993年4月7日","1,099.62","1,108.64","1,182.99","1,076.45","-","3.77%"
"1993年4月6日","1,059.62","949.81","1,064.87","949.05","-","11.79%"
"1993年4月5日","947.87","945.58","947.90","924.49","-","0.41%"
"1993年4月2日","944.01","953.51","968.05","940.55","-","-0.34%"
"1993年4月1日","947.23","921.59","949.77","915.59","-","2.30%"
"1993年3月31日","925.91","953.29","957.94","918.40","-","-3.35%"
"1993年3月30日","958.05","973.08","992.11","958.05","-","-1.27%"
"1993年3月29日","970.40","990.92","1,010.54","961.72","-","-6.67%"
"1993年3月26日","1,039.76","969.24","1,039.76","945.93","-","9.98%"
"1993年3月25日","945.42","963.53","965.96","913.74","-","-1.21%"
"1993年3月24日","956.97","965.58","996.68","956.97","-","-1.47%"
"1993年3月23日","971.25","1,035.60","1,035.63","958.42","-","-6.33%"
"1993年3月22日","1,036.92","1,148.29","1,179.05","1,036.92","-","-11.75%"
"1993年3月19日","1,174.99","1,188.37","1,207.56","1,171.63","-","-0.80%"
"1993年3月18日","1,184.48","1,203.20","1,206.59","1,171.43","-","-1.53%"
"1993年3月17日","1,202.85","1,238.80","1,239.38","1,193.59","-","-1.61%"
"1993年3月16日","1,222.55","1,167.91","1,222.55","1,155.10","-","4.40%"
"1993年3月15日","1,171.00","1,226.48","1,247.63","1,177.75","-","-5.29%"
"1993年3月12日","1,236.37","1,280.37","1,286.07","1,231.39","-","-2.02%"
"1993年3月11日","1,261.80","1,219.47","1,261.80","1,196.25","-","6.13%"
"1993年3月10日","1,188.97","1,099.52","1,190.33","1,089.36","-","4.50%"
"1993年3月9日","1,137.79","1,160.13","1,209.66","1,129.81","-","-5.94%"
"1993年3月8日","1,209.65","1,133.52","1,325.49","1,133.46","-","9.08%"
"1993年3月5日","1,109.00","1,116.41","1,180.58","1,026.18","-","-4.32%"
"1993年3月4日","1,159.13","1,231.92","1,244.65","1,131.29","-","-5.90%"
"1993年3月3日","1,231.77","1,263.74","1,267.54","1,220.03","-","-1.07%"
"1993年3月2日","1,245.11","1,207.57","1,285.17","1,186.34","-","3.78%"
"1993年3月1日","1,199.73","1,328.22","1,339.10","1,199.73","-","-10.46%"
"1993年2月26日","1,339.88","1,348.33","1,444.05","1,320.89","-","-5.00%"
"1993年2月25日","1,410.36","1,357.55","1,421.35","1,261.76","-","11.49%"
"1993年2月24日","1,264.96","1,289.28","1,346.48","1,196.47","-","-7.49%"
"1993年2月23日","1,367.36","1,412.68","1,466.07","1,346.15","-","-6.11%"
"1993年2月22日","1,456.29","1,487.84","1,527.13","1,453.31","-","-2.90%"
"1993年2月19日","1,499.74","1,471.56","1,514.46","1,441.07","-","-0.56%"
"1993年2月18日","1,508.22","1,526.39","1,538.61","1,497.79","-","0.28%"
"1993年2月17日","1,504.00","1,522.13","1,533.58","1,502.88","-","-0.63%"
"1993年2月16日","1,513.48","1,516.73","1,558.95","1,504.36","-","-1.52%"
"1993年2月15日","1,536.82","1,526.10","1,536.82","1,499.10","-","5.35%"
"1993年2月12日","1,458.76","1,394.81","1,458.76","1,352.27","-","4.39%"
"1993年2月11日","1,397.38","1,473.25","1,497.01","1,364.67","-","-3.92%"
"1993年2月10日","1,454.46","1,511.59","1,528.51","1,448.07","-","-1.39%"
"1993年2月9日","1,474.92","1,473.89","1,483.52","1,426.48","-","5.87%"
"1993年2月8日","1,393.17","1,373.99","1,393.34","1,334.19","-","4.52%"
"1993年2月5日","1,332.96","1,373.95","1,404.64","1,325.85","-","-2.82%"
"1993年2月4日","1,371.58","1,297.56","1,371.58","1,297.46","-","5.46%"
"1993年2月3日","1,300.56","1,283.26","1,326.19","1,265.70","-","-0.76%"
"1993年2月2日","1,310.58","1,315.43","1,325.24","1,291.99","-","2.51%"
"1993年2月1日","1,278.50","1,250.16","1,278.50","1,222.18","-","6.68%"
"1993年1月29日","1,198.48","1,173.81","1,198.48","1,150.83","-","4.18%"
"1993年1月28日","1,150.37","1,166.78","1,186.21","1,146.90","-","-1.04%"
"1993年1月27日","1,162.44","1,149.72","1,162.44","1,113.57","-","5.65%"
"1993年1月22日","1,100.31","1,095.61","1,109.59","1,073.64","-","2.42%"
"1993年1月21日","1,074.26","1,073.62","1,077.82","1,046.18","-","2.97%"
"1993年1月20日","1,043.31","1,016.72","1,050.11","984.74","-","5.19%"
"1993年1月19日","991.83","1,031.63","1,064.08","991.83","-","-6.02%"
"1993年1月18日","1,055.32","1,065.39","1,078.03","1,052.80","-","-0.79%"
"1993年1月15日","1,063.76","1,088.47","1,099.83","1,054.46","-","-2.09%"
"1993年1月14日","1,086.43","1,062.18","1,088.60","1,036.03","-","6.09%"
"1993年1月13日","1,024.05","991.56","1,024.05","973.30","-","3.73%"
"1993年1月12日","987.26","1,016.14","1,028.43","982.15","-","1.01%"
"1993年1月11日","977.42","944.14","977.42","901.47","-","9.89%"
"1993年1月8日","889.47","889.11","893.86","878.33","-","2.36%"
"1993年1月7日","868.97","856.50","868.97","849.53","-","2.54%"
"1993年1月6日","847.44","872.22","883.42","843.16","-","-1.31%"
"1993年1月5日","858.72","851.02","859.19","817.21","-","5.49%"
"1993年1月4日","814.04","802.14","816.64","777.16","-","4.31%"
"1992年12月31日","780.39","773.89","784.03","765.41","-","1.68%"
"1992年12月30日","767.52","774.35","777.43","767.07","-","-0.18%"
"1992年12月29日","768.91","762.40","769.61","754.54","-","1.53%"
"1992年12月28日","757.31","764.79","772.29","756.89","-","-0.91%"
"1992年12月25日","764.28","776.30","781.36","761.89","-","0.75%"
"1992年12月24日","758.59","731.55","758.59","731.31","-","3.63%"
"1992年12月23日","732.05","729.00","736.27","721.44","-","0.86%"
"1992年12月22日","725.78","731.58","731.90","724.74","-","-0.81%"
"1992年12月21日","731.68","698.31","731.68","697.70","-","4.81%"
"1992年12月18日","698.13","706.46","721.26","690.45","-","-1.37%"
"1992年12月17日","707.82","693.41","707.82","685.65","-","3.21%"
"1992年12月16日","685.82","686.02","690.25","663.17","-","0.52%"
"1992年12月15日","682.24","697.86","713.90","682.24","-","-3.24%"
"1992年12月14日","705.07","704.23","748.19","668.07","-","-2.38%"
"1992年12月11日","722.28","639.72","735.62","628.91","-","15.52%"
"1992年12月10日","625.23","668.46","693.41","592.78","-","-7.57%"
"1992年12月9日","676.45","737.94","752.89","661.66","-","-10.28%"
"1992年12月8日","753.94","796.63","811.57","743.90","-","-4.96%"
"1992年12月7日","793.25","765.87","803.12","757.34","-","-1.71%"
"1992年12月4日","807.02","833.23","841.02","807.02","-","-0.15%"
"1992年12月3日","808.20","760.65","826.06","739.03","-","11.91%"
"1992年12月2日","722.20","694.88","722.20","690.63","-","0.76%"
"1992年12月1日","716.74","718.99","749.89","713.85","-","-1.08%"
"1992年11月30日","724.60","682.08","727.13","637.67","-","13.63%"
"1992年11月27日","637.67","593.68","682.40","490.54","-","13.46%"
"1992年11月26日","562.01","674.74","752.32","562.01","-","-1.68%"
"1992年11月25日","571.63","485.16","571.63","441.54","-","29.90%"
"1992年11月24日","440.04","414.84","448.44","410.81","-","7.22%"
"1992年11月23日","410.39","404.05","410.57","401.82","-","2.23%"
"1992年11月20日","401.44","394.90","401.44","394.31","-","0.62%"
"1992年11月19日","398.95","409.61","412.23","395.16","-","-2.12%"
"1992年11月18日","407.61","400.01","407.61","389.59","-","3.58%"
"1992年11月17日","393.52","390.09","399.08","386.85","-","-1.45%"
"1992年11月16日","399.32","402.02","415.64","397.63","-","-3.57%"
"1992年11月13日","414.09","418.49","421.67","413.30","-","-0.41%"
"1992年11月12日","415.79","408.42","416.22","402.33","-","1.37%"
"1992年11月11日","410.16","402.79","410.16","388.32","-","2.40%"
"1992年11月10日","400.53","404.49","428.34","391.17","-","-6.55%"
"1992年11月9日","428.61","439.81","459.04","424.68","-","-6.22%"
"1992年11月6日","457.05","460.54","468.59","455.73","-","-1.21%"
"1992年11月5日","462.63","460.96","470.89","457.03","-","-1.55%"
"1992年11月4日","469.90","474.82","481.60","465.09","-","-2.07%"
"1992年11月3日","479.81","481.34","487.07","465.60","-","0.46%"
"1992年11月2日","477.61","471.18","508.81","465.55","-","-5.84%"
"1992年10月30日","507.25","494.66","507.25","484.45","-","4.75%"
"1992年10月29日","484.25","468.72","484.51","455.22","-","4.54%"
"1992年10月28日","463.21","466.73","470.98","447.93","-","2.87%"
"1992年10月27日","450.28","465.75","506.28","448.28","-","-11.18%"
"1992年10月26日","506.94","539.50","561.50","504.81","-","-9.43%"
"1992年10月23日","559.73","534.41","577.52","524.07","-","3.69%"
"1992年10月22日","539.80","557.03","584.91","535.79","-","-7.84%"
"1992年10月21日","585.70","597.15","616.29","577.23","-","-4.96%"
"1992年10月20日","616.29","634.43","663.65","604.50","-","-2.55%"
"1992年10月19日","632.40","643.80","667.46","632.40","-","-4.87%"
"1992年10月16日","664.75","664.00","668.57","661.20","-","0.18%"
"1992年10月15日","663.53","654.33","667.00","650.92","-","-0.03%"
"1992年10月14日","663.75","661.07","673.94","648.84","-","-1.52%"
"1992年10月13日","673.99","694.10","701.30","669.56","-","-2.40%"
"1992年10月12日","690.57","687.45","713.77","661.99","-","4.59%"
"1992年10月9日","660.29","664.44","668.73","643.68","-","2.58%"
"1992年10月8日","643.69","648.96","671.67","640.22","-","-3.24%"
"1992年10月7日","665.26","676.56","676.84","664.43","-","-1.33%"
"1992年10月6日","674.24","682.92","692.62","664.27","-","-0.79%"
"1992年10月5日","679.62","676.47","702.32","668.90","-","-3.23%"
"1992年9月30日","702.32","703.63","710.63","698.91","-","-1.17%"
"1992年9月29日","710.63","719.99","728.42","707.82","-","-1.94%"
"1992年9月28日","724.70","724.45","729.79","721.19","-","-0.70%"
"1992年9月25日","729.79","730.28","735.75","723.56","-","-0.11%"
"1992年9月24日","730.57","720.51","735.49","709.63","-","2.55%"
"1992年9月23日","712.37","719.41","725.59","708.50","-","-1.43%"
"1992年9月22日","722.70","730.71","736.90","716.23","-","-1.46%"
"1992年9月21日","733.44","740.97","760.13","730.30","-","-2.78%"
"1992年9月18日","754.40","715.89","761.72","715.89","-","-0.96%"
"1992年9月17日","761.72","770.65","779.56","751.08","-","-0.95%"
"1992年9月16日","769.04","762.29","776.68","738.16","-","4.18%"
"1992年9月15日","738.16","727.11","751.22","694.32","-","0.43%"
"1992年9月14日","734.98","762.82","793.36","714.93","-","-5.32%"
"1992年9月11日","776.29","773.22","789.18","719.39","-","12.05%"
"1992年9月10日","692.78","643.21","695.18","622.01","-","8.97%"
"1992年9月9日","635.74","613.44","643.77","608.06","-","-0.68%"
"1992年9月8日","640.12","653.36","702.83","595.42","-","-8.92%"
"1992年9月7日","702.83","745.69","788.15","700.79","-","-6.73%"
"1992年9月4日","753.58","759.54","776.18","749.46","-","-1.38%"
"1992年9月3日","764.11","749.22","781.33","742.74","-","-2.99%"
"1992年9月2日","787.67","803.83","826.68","783.96","-","-4.52%"
"1992年9月1日","824.96","826.96","832.84","807.37","-","0.21%"
"1992年8月31日","823.27","833.50","848.40","823.02","-","-2.94%"
"1992年8月28日","848.20","851.60","866.98","825.01","-","-1.80%"
"1992年8月27日","863.77","874.75","880.02","861.64","-","-1.61%"
"1992年8月26日","877.89","842.20","877.89","828.10","-","3.33%"
"1992年8月25日","849.57","868.10","887.49","848.05","-","-3.91%"
"1992年8月24日","884.10","888.95","920.85","881.33","-","-3.51%"
"1992年8月21日","916.25","916.99","938.37","912.89","-","-1.72%"
"1992年8月20日","932.32","930.70","946.73","918.65","-","-0.77%"
"1992年8月19日","939.51","920.66","951.16","888.23","-","0.65%"
"1992年8月18日","933.44","954.89","999.69","921.98","-","-0.64%"
"1992年8月17日","939.46","898.66","940.76","858.38","-","9.45%"
"1992年8月14日","858.38","857.10","900.51","818.12","-","0.87%"
"1992年8月13日","850.94","797.17","890.06","745.62","-","8.93%"
"1992年8月12日","781.21","675.00","843.30","627.36","-","-9.52%"
"1992年8月11日","863.41","926.81","961.61","797.60","-","-10.44%"
"1992年8月10日","964.09","992.73","1,006.64","956.55","-","-4.09%"
"1992年8月7日","1,005.23","1,003.22","1,006.11","995.71","-","0.31%"
"1992年8月6日","1,002.17","988.38","1,010.76","983.22","-","-1.03%"
"1992年8月5日","1,012.55","1,015.76","1,038.30","1,011.66","-","-2.23%"
"1992年8月4日","1,035.63","1,018.30","1,036.33","1,016.16","-","0.40%"
"1992年8月3日","1,031.55","1,034.70","1,060.36","1,026.83","-","-1.95%"
"1992年7月31日","1,052.07","1,045.67","1,052.07","1,032.54","-","-0.50%"
"1992年7月30日","1,057.40","1,067.45","1,087.36","1,043.79","-","-2.73%"
"1992年7月29日","1,087.12","1,078.31","1,108.06","1,047.03","-","-1.70%"
"1992年7月28日","1,105.95","1,126.88","1,148.63","1,102.02","-","-3.77%"
"1992年7月27日","1,149.33","1,169.42","1,178.81","1,108.05","-","0.64%"
"1992年7月24日","1,142.02","1,165.89","1,178.90","1,014.08","-","12.56%"
"1992年7月23日","1,014.57","1,020.07","1,033.75","961.61","-","-2.04%"
"1992年7月22日","1,035.66","1,059.22","1,081.81","1,034.91","-","-4.32%"
"1992年7月21日","1,082.39","1,087.61","1,096.49","1,079.75","-","-1.50%"
"1992年7月20日","1,098.82","1,100.60","1,126.96","1,094.81","-","-2.38%"
"1992年7月17日","1,125.56","1,121.49","1,134.32","1,116.14","-","0.08%"
"1992年7月16日","1,124.64","1,114.13","1,214.83","1,108.23","-","1.53%"
"1992年7月15日","1,107.69","1,107.18","1,135.57","1,100.16","-","-0.57%"
"1992年7月14日","1,114.05","1,124.65","1,139.96","1,110.19","-","-1.96%"
"1992年7月13日","1,136.33","1,156.83","1,198.90","1,131.21","-","-4.40%"
"1992年7月10日","1,188.62","1,175.14","1,192.98","1,166.45","-","0.86%"
"1992年7月9日","1,178.53","1,172.44","1,187.18","1,168.78","-","-0.59%"
"1992年7月8日","1,185.50","1,192.37","1,211.27","1,182.72","-","-1.74%"
"1992年7月7日","1,206.46","1,201.01","1,206.91","1,195.81","-","0.45%"
"1992年7月6日","1,201.01","1,197.76","1,215.24","1,190.27","-","1.00%"
"1992年7月3日","1,189.16","1,189.09","1,193.39","1,183.96","-","0.14%"
"1992年7月2日","1,187.48","1,187.30","1,198.66","1,179.86","-","-0.56%"
"1992年7月1日","1,194.18","1,199.54","1,215.13","1,182.05","-","0.25%"
"1992年6月30日","1,191.19","1,186.62","1,193.16","1,169.51","-","1.85%"
"1992年6月29日","1,169.51","1,168.89","1,173.49","1,156.68","-","0.42%"
"1992年6月26日","1,164.67","1,164.29","1,207.82","1,160.23","-","0.38%"
"1992年6月25日","1,160.23","1,153.48","1,160.23","1,148.02","-","0.80%"
"1992年6月24日","1,151.06","1,150.89","1,158.17","1,144.46","-","-0.61%"
"1992年6月23日","1,158.17","1,162.83","1,172.46","1,154.62","-","-1.00%"
"1992年6月22日","1,169.90","1,173.68","1,180.21","1,165.74","-","-0.17%"
"1992年6月19日","1,171.94","1,169.97","1,171.94","1,161.80","-","0.30%"
"1992年6月18日","1,168.43","1,167.16","1,172.86","1,158.32","-","-0.10%"
"1992年6月17日","1,169.57","1,171.29","1,186.59","1,166.26","-","0.25%"
"1992年6月16日","1,166.70","1,171.75","1,135.61","1,164.24","-","-0.44%"
"1992年6月15日","1,171.85","1,174.41","1,181.86","1,152.69","-","0.01%"
"1992年6月12日","1,171.71","1,164.12","1,178.30","1,153.97","-","-0.56%"
"1992年6月11日","1,178.30","1,179.28","1,188.68","1,172.09","-","-0.73%"
"1992年6月10日","1,187.02","1,199.23","1,206.51","1,134.73","-","5.36%"
"1992年6月9日","1,126.62","1,116.92","1,144.39","1,079.65","-","3.03%"
"1992年6月8日","1,093.46","1,092.07","1,121.41","1,085.19","-","-1.11%"
"1992年6月5日","1,105.76","1,125.01","1,143.07","1,099.91","-","0.12%"
"1992年6月4日","1,104.46","1,087.49","1,118.93","1,050.45","-","4.29%"
"1992年6月3日","1,059.07","1,075.90","1,141.02","1,033.47","-","-7.18%"
"1992年6月2日","1,141.02","1,155.88","1,184.28","1,138.58","-","-3.57%"
"1992年6月1日","1,183.24","1,175.69","1,249.58","1,129.28","-","-4.17%"
"1992年5月29日","1,234.71","1,243.65","1,253.37","1,154.01","-","6.42%"
"1992年5月28日","1,160.17","1,123.04","1,184.18","1,114.94","-","-2.77%"
"1992年5月27日","1,193.17","1,250.56","1,285.61","823.36","-","-8.31%"
"1992年5月26日","1,301.35","1,332.39","1,429.01","1,291.00","-","-8.46%"
"1992年5月25日","1,421.57","1,411.98","1,428.79","1,339.99","-","6.09%"
"1992年5月22日","1,339.99","1,306.37","1,349.71","1,262.44","-","5.80%"
"1992年5月21日","1,266.49","1,260.32","1,334.98","604.01","-","105.27%"
"1992年5月20日","616.99","617.28","623.88","598.11","-","3.16%"
"1992年5月19日","598.11","590.41","598.11","571.82","-","4.60%"
"1992年5月18日","571.82","560.09","571.85","544.35","-","5.05%"
"1992年5月15日","544.35","529.39","544.56","523.36","-","4.01%"
"1992年5月14日","523.36","514.48","523.50","511.91","-","1.81%"
"1992年5月13日","514.04","505.27","517.86","499.40","-","1.48%"
"1992年5月12日","506.53","502.80","506.68","491.50","-","3.06%"
"1992年5月11日","491.50","483.29","490.19","468.11","-","5.00%"
"1992年5月8日","468.11","461.05","468.42","454.65","-","2.96%"
"1992年5月7日","454.65","452.86","457.05","449.55","-","1.04%"
"1992年5月6日","449.96","449.78","454.08","446.39","-","0.17%"
"1992年5月5日","449.21","447.42","455.36","439.96","-","-0.97%"
"1992年5月4日","453.62","454.86","456.24","445.38","-","1.85%"
"1992年4月30日","445.38","435.73","448.94","433.66","-","0.27%"
"1992年4月29日","444.16","445.25","446.12","436.09","-","1.85%"
"1992年4月28日","436.09","434.90","436.31","424.58","-","2.71%"
"1992年4月27日","424.58","422.45","424.92","413.47","-","2.46%"
"1992年4月24日","414.40","405.88","415.05","397.74","-","1.76%"
"1992年4月23日","407.25","407.13","408.86","394.60","-","1.84%"
"1992年4月22日","399.88","400.12","410.06","399.87","-","-2.48%"
"1992年4月21日","410.06","417.99","421.55","402.89","-","-0.92%"
"1992年4月20日","413.85","417.19","420.99","413.64","-","-0.14%"
"1992年4月17日","414.42","408.56","414.42","406.19","-","0.94%"
"1992年4月16日","410.55","404.07","410.61","403.52","-","0.94%"
"1992年4月15日","406.72","400.35","406.72","398.23","-","1.53%"
"1992年4月14日","400.61","393.10","400.61","391.10","-","2.43%"
"1992年4月13日","391.11","387.27","392.28","382.03","-","2.38%"
"1992年4月10日","382.03","381.52","382.04","381.20","-","0.10%"
"1992年4月9日","381.65","381.93","382.88","381.65","-","-0.20%"
"1992年4月8日","382.43","382.53","382.59","381.92","-","0.13%"
"1992年4月7日","381.93","381.95","382.10","381.47","-","0.12%"
"1992年4月6日","381.47","381.97","382.08","381.33","-","0.04%"
"1992年4月3日","381.33","381.44","381.57","381.12","-","0.06%"
"1992年4月2日","381.12","381.47","381.58","381.01","-","0.03%"
"1992年4月1日","381.01","381.55","381.85","381.01","-","-0.06%"
"1992年3月31日","381.24","381.87","382.06","381.24","-","-0.05%"
"1992年3月30日","381.44","381.54","381.56","380.76","-","0.18%"
"1992年3月27日","380.77","379.65","380.79","379.13","-","0.43%"
"1992年3月26日","379.13","379.29","379.34","377.64","-","0.27%"
"1992年3月25日","378.12","378.33","379.02","378.12","-","-0.15%"
"1992年3月24日","378.69","378.53","379.50","378.05","-","-0.05%"
"1992年3月23日","378.89","378.61","379.04","377.45","-","0.24%"
"1992年3月20日","377.99","377.91","378.03","377.31","-","0.18%"
"1992年3月19日","377.31","377.26","377.96","376.21","-","-0.09%"
"1992年3月18日","377.66","377.94","378.32","377.49","-","0.05%"
"1992年3月17日","377.49","377.50","377.84","377.03","-","0.12%"
"1992年3月16日","377.05","377.00","377.42","376.38","-","0.18%"
"1992年3月13日","376.38","376.58","377.19","376.38","-","-0.14%"
"1992年3月12日","376.92","377.55","377.57","376.14","-","0.21%"
"1992年3月11日","376.14","375.87","376.25","374.98","-","0.24%"
"1992年3月10日","375.23","374.48","375.23","373.53","-","0.46%"
"1992年3月9日","373.53","372.26","374.06","371.88","-","0.48%"
"1992年3月6日","371.76","370.79","371.76","369.76","-","0.54%"
"1992年3月5日","369.76","369.31","369.88","368.11","-","0.39%"
"1992年3月4日","368.32","367.56","368.28","366.95","-","0.36%"
"1992年3月3日","367.00","366.79","367.25","365.39","-","0.44%"
"1992年3月2日","365.39","365.15","365.39","364.66","-","0.20%"
"1992年2月28日","364.66","364.15","364.67","362.45","-","0.61%"
"1992年2月27日","362.45","361.00","363.03","360.10","-","0.65%"
"1992年2月26日","360.10","359.85","360.76","359.27","-","-0.07%"
"1992年2月25日","360.37","359.66","361.29","357.07","-","-0.04%"
"1992年2月24日","360.50","361.11","361.62","359.59","-","0.25%"
"1992年2月21日","359.59","358.91","359.93","347.99","-","3.33%"
"1992年2月20日","347.99","345.22","348.01","342.41","-","1.63%"
"1992年2月19日","342.41","340.50","342.41","337.11","-","1.57%"
"1992年2月18日","337.11","338.98","339.16","319.77","-","5.42%"
"1992年2月17日","319.77","319.77","319.77","319.68","-","0.03%"
"1992年2月14日","319.68","319.45","319.68","317.04","-","0.83%"
"1992年2月13日","317.04","317.24","317.57","317.06","-","0.19%"
"1992年2月12日","316.44","316.43","316.44","316.43","-","0.00%"
"1992年2月11日","316.43","316.12","316.43","315.56","-","0.28%"
"1992年2月10日","315.56","315.55","315.56","314.72","-","0.27%"
"1992年2月7日","314.72","314.72","314.72","314.18","-","0.17%"
"1992年2月3日","314.18","314.18","314.18","313.24","-","0.30%"
"1992年1月31日","313.24","313.24","313.24","312.73","-","0.16%"
"1992年1月30日","312.73","312.73","312.73","312.42","-","0.10%"
"1992年1月29日","312.42","312.41","312.58","311.84","-","0.19%"
"1992年1月28日","311.84","311.67","311.84","311.61","-","0.07%"
"1992年1月27日","311.61","311.60","311.61","309.05","-","0.83%"
"1992年1月24日","309.05","309.05","309.05","308.53","-","0.17%"
"1992年1月23日","308.53","308.53","308.53","307.95","-","0.19%"
"1992年1月22日","307.95","307.95","307.95","307.87","-","0.03%"
"1992年1月21日","307.87","307.87","307.87","307.39","-","0.16%"
"1992年1月20日","307.39","307.38","307.39","307.38","-","0.00%"
"1992年1月17日","307.38","307.37","307.38","306.85","-","0.17%"
"1992年1月16日","306.85","306.85","306.85","306.63","-","0.07%"
"1992年1月15日","306.63","306.62","306.63","305.74","-","0.29%"
"1992年1月14日","305.74","304.77","305.74","303.06","-","0.88%"
"1992年1月13日","303.06","302.83","303.06","302.00","-","0.41%"
"1992年1月10日","301.83","301.82","301.83","300.62","-","0.40%"
"1992年1月9日","300.62","300.61","300.62","299.66","-","0.32%"
"1992年1月8日","299.66","299.65","299.66","298.77","-","0.30%"
"1992年1月7日","298.77","298.54","298.77","297.68","-","0.37%"
"1992年1月6日","297.68","297.68","297.68","296.52","-","0.39%"
"1992年1月3日","296.52","296.24","296.52","293.75","-","0.94%"
"1992年1月2日","293.75","293.74","293.75","292.76","-","0.34%"
"1991年12月31日","292.75","292.48","292.75","291.71","-","0.36%"
"1991年12月30日","291.71","291.71","291.71","290.85","-","0.30%"
"1991年12月27日","290.85","290.65","290.85","288.03","-","0.98%"
"1991年12月26日","288.03","288.03","288.03","287.15","-","0.31%"
"1991年12月25日","287.15","287.09","287.15","286.22","-","0.32%"
"1991年12月24日","286.22","285.74","286.22","285.65","-","0.20%"
"1991年12月23日","285.65","285.65","285.65","282.83","-","1.00%"
"1991年12月20日","282.83","282.83","282.83","280.63","-","0.95%"
"1991年12月19日","280.17","279.98","280.17","279.51","-","0.24%"
"1991年12月18日","279.51","279.32","279.51","278.68","-","0.30%"
"1991年12月17日","278.68","278.67","278.68","277.85","-","0.30%"
"1991年12月16日","277.85","277.53","277.85","277.00","-","0.31%"
"1991年12月13日","277.00","276.81","277.00","274.41","-","0.94%"
"1991年12月12日","274.41","274.41","274.41","273.71","-","0.26%"
"1991年12月11日","273.71","273.53","273.71","272.91","-","0.29%"
"1991年12月10日","272.91","270.27","272.91","270.27","-","0.98%"
"1991年12月9日","270.27","270.27","270.27","269.35","-","0.34%"
"1991年12月6日","269.35","269.34","269.35","266.66","-","1.01%"
"1991年12月5日","266.66","266.48","266.66","265.77","-","0.33%"
"1991年12月4日","265.77","265.53","265.77","264.81","-","0.36%"
"1991年12月3日","264.81","264.64","264.81","262.19","-","1.00%"
"1991年12月2日","262.19","261.78","262.19","259.67","-","1.00%"
"1991年11月29日","259.60","259.68","259.85","257.35","-","0.87%"
"1991年11月28日","257.35","257.28","257.35","255.45","-","0.74%"
"1991年11月27日","255.45","255.27","255.45","252.97","-","0.98%"
"1991年11月26日","252.97","252.90","252.97","250.85","-","0.85%"
"1991年11月25日","250.85","250.84","250.85","248.53","-","0.93%"
"1991年11月22日","248.53","248.24","248.53","246.31","-","0.90%"
"1991年11月21日","246.31","246.26","246.31","244.50","-","0.74%"
"1991年11月20日","244.50","244.50","244.50","242.24","-","0.93%"
