"日期","收盘","开盘","高","低","交易量","涨跌幅"
"1994年7月18日","398.96","413.93","413.93","397.46","-","-3.62%"
"1994年7月15日","413.93","431.02","431.04","413.03","-","-4.14%"
"1994年7月14日","431.80","437.62","440.55","431.39","-","-1.33%"
"1994年7月13日","437.62","429.21","437.66","429.21","-","1.96%"
"1994年7月12日","429.21","428.15","431.15","427.40","-","0.25%"
"1994年7月11日","428.15","437.76","437.76","427.09","-","-2.20%"
"1994年7月8日","437.76","426.24","437.82","425.91","-","2.77%"
"1994年7月7日","425.98","428.29","430.57","423.03","-","-1.33%"
"1994年7月6日","431.71","443.61","445.05","430.83","-","-2.68%"
"1994年7月5日","443.61","437.64","443.87","436.22","-","1.15%"
"1994年7月4日","438.58","458.37","458.37","438.49","-","-4.32%"
"1994年7月1日","458.37","469.27","469.37","457.58","-","-2.33%"
"1994年6月30日","469.29","466.34","470.73","458.78","-","0.23%"
"1994年6月29日","468.20","472.48","475.39","467.01","-","-0.37%"
"1994年6月28日","469.95","472.10","472.93","468.81","-","-0.46%"
"1994年6月27日","472.10","491.80","491.80","471.06","-","-4.11%"
"1994年6月24日","492.33","500.39","500.49","490.88","-","-1.61%"
"1994年6月23日","500.39","505.18","507.80","498.60","-","-0.95%"
"1994年6月22日","505.18","498.10","509.10","498.10","-","1.42%"
"1994年6月21日","498.10","498.56","501.23","494.80","-","-0.86%"
"1994年6月20日","502.43","527.85","530.80","500.64","-","-4.82%"
"1994年6月17日","527.85","506.36","528.14","504.21","-","4.24%"
"1994年6月16日","506.36","496.11","506.41","495.07","-","2.07%"
"1994年6月15日","496.11","490.75","498.53","490.75","-","1.09%"
"1994年6月14日","490.75","492.03","497.21","487.37","-","-0.26%"
"1994年6月13日","492.03","514.54","514.54","492.03","-","-4.37%"
"1994年6月10日","514.54","523.00","523.00","512.19","-","-1.62%"
"1994年6月9日","523.00","533.55","536.87","521.24","-","-1.98%"
"1994年6月8日","533.55","529.76","535.32","522.87","-","0.72%"
"1994年6月7日","529.76","538.70","538.91","528.00","-","-2.43%"
"1994年6月6日","542.96","548.67","549.53","541.02","-","-1.06%"
"1994年6月3日","548.75","546.58","555.39","546.58","-","0.40%"
"1994年6月2日","546.58","543.30","548.08","543.14","-","0.28%"
"1994年6月1日","545.05","556.26","556.90","544.45","-","-2.02%"
"1994年5月31日","556.26","545.81","556.27","541.66","-","2.20%"
"1994年5月30日","544.26","572.95","572.95","543.69","-","-5.08%"
"1994年5月27日","573.36","577.45","577.45","566.52","-","-0.71%"
"1994年5月26日","577.45","586.76","587.13","576.06","-","-1.59%"
"1994年5月25日","586.76","591.75","592.45","585.59","-","-0.62%"
"1994年5月24日","590.45","587.17","590.46","586.68","-","0.48%"
"1994年5月23日","587.65","594.59","597.01","586.43","-","-1.11%"
"1994年5月20日","594.22","591.83","597.68","588.37","-","0.62%"
"1994年5月19日","590.53","578.80","590.64","577.09","-","1.24%"
"1994年5月18日","583.32","592.02","592.02","581.92","-","-1.47%"
"1994年5月17日","592.05","592.30","594.81","589.65","-","-0.09%"
"1994年5月16日","592.58","589.98","596.99","588.69","-","0.37%"
"1994年5月13日","590.39","585.42","590.43","575.43","-","1.41%"
"1994年5月12日","582.16","591.18","593.69","580.45","-","-1.53%"
"1994年5月11日","591.18","595.38","606.72","590.60","-","-0.71%"
"1994年5月10日","595.38","581.70","595.38","581.70","-","2.35%"
"1994年5月9日","581.70","585.21","588.19","577.07","-","-0.70%"
"1994年5月6日","585.80","590.92","592.54","575.45","-","-0.87%"
"1994年5月5日","590.92","619.68","619.68","585.30","-","-4.64%"
"1994年5月4日","619.68","605.77","620.76","605.77","-","2.30%"
"1994年5月3日","605.77","591.39","605.78","589.20","-","2.23%"
"1994年4月29日","592.56","599.63","610.14","585.91","-","-1.18%"
"1994年4月28日","599.63","598.50","615.41","593.91","-","0.19%"
"1994年4月27日","598.50","579.72","598.50","579.72","-","3.24%"
"1994年4月26日","579.72","572.01","579.72","566.79","-","3.37%"
"1994年4月25日","560.80","565.91","572.23","555.96","-","-0.93%"
"1994年4月22日","566.07","582.43","598.80","563.76","-","-2.81%"
"1994年4月21日","582.43","540.24","586.86","536.33","-","7.81%"
"1994年4月20日","540.24","572.73","572.73","537.01","-","-5.67%"
"1994年4月19日","572.73","604.15","604.15","572.07","-","-5.20%"
"1994年4月18日","604.15","612.37","615.13","597.81","-","-3.61%"
"1994年4月15日","626.79","636.08","636.08","592.84","-","-1.46%"
"1994年4月14日","636.08","651.82","654.57","634.58","-","-3.15%"
"1994年4月13日","656.78","665.61","674.23","655.20","-","-1.33%"
"1994年4月12日","665.61","659.05","665.75","652.80","-","1.00%"
"1994年4月11日","659.05","678.86","678.86","657.45","-","-2.92%"
"1994年4月8日","678.86","677.31","680.48","675.42","-","0.23%"
"1994年4月7日","677.31","679.74","684.41","674.87","-","-0.36%"
"1994年4月6日","679.74","682.75","683.38","675.57","-","-0.43%"
"1994年4月5日","682.70","695.03","698.05","681.62","-","-1.68%"
"1994年4月4日","694.38","698.84","700.11","692.71","-","-0.64%"
"1994年4月1日","698.84","704.46","704.92","691.86","-","-0.80%"
"1994年3月31日","704.46","706.34","713.24","701.32","-","-0.27%"
"1994年3月30日","706.34","706.91","713.99","704.31","-","-0.08%"
"1994年3月29日","706.91","702.23","710.91","700.79","-","0.67%"
"1994年3月28日","702.23","719.06","719.06","696.57","-","-2.34%"
"1994年3月25日","719.06","724.28","736.79","714.92","-","-0.72%"
"1994年3月24日","724.28","725.21","735.50","719.90","-","-0.13%"
"1994年3月23日","725.21","739.38","740.28","723.89","-","-0.88%"
"1994年3月21日","731.62","755.86","757.55","731.05","-","-4.43%"
"1994年3月18日","765.55","776.94","781.50","752.72","-","-1.47%"
"1994年3月17日","776.94","806.41","806.41","776.94","-","0.54%"
"1994年3月15日","772.76","800.76","800.76","772.76","-","-1.99%"
"1994年3月14日","788.43","774.77","788.43","774.77","-","9.91%"
"1994年3月11日","717.36","700.32","717.95","694.32","-","2.66%"
"1994年3月10日","698.80","717.72","741.13","669.87","-","-2.42%"
"1994年3月9日","716.11","715.87","722.04","710.00","-","0.68%"
"1994年3月8日","711.27","721.65","728.75","705.65","-","-0.99%"
"1994年3月7日","718.40","720.50","720.78","713.69","-","-1.09%"
"1994年3月4日","726.30","729.14","735.39","696.95","-","-1.11%"
"1994年3月3日","734.45","742.06","745.42","728.15","-","-1.03%"
"1994年3月2日","742.06","755.53","760.44","740.63","-","-2.01%"
"1994年3月1日","757.30","771.52","775.68","756.63","-","-1.77%"
"1994年2月28日","770.98","785.82","795.20","770.98","-","-2.09%"
"1994年2月25日","787.45","787.42","787.67","765.45","-","3.77%"
"1994年2月24日","758.84","758.84","761.42","749.31","-","-0.12%"
"1994年2月23日","759.73","758.52","769.95","757.21","-","-1.10%"
"1994年2月22日","768.21","751.85","773.07","749.77","-","1.83%"
"1994年2月21日","754.41","769.94","769.94","752.56","-","-1.92%"
"1994年2月18日","769.18","768.13","771.89","765.77","-","0.08%"
"1994年2月17日","768.59","773.67","773.99","763.81","-","-0.97%"
"1994年2月16日","776.10","775.14","779.25","773.13","-","0.43%"
"1994年2月15日","772.76","775.85","777.42","761.64","-","-0.92%"
"1994年2月14日","779.91","813.95","818.57","779.09","-","-2.25%"
"1994年2月4日","797.88","784.05","797.88","782.34","-","2.27%"
"1994年2月3日","780.17","775.20","792.52","775.20","-","1.03%"
"1994年2月2日","772.20","753.10","772.20","753.10","-","2.26%"
"1994年2月1日","755.15","770.25","770.28","750.61","-","-1.96%"
"1994年1月31日","770.25","770.25","770.25","770.25","-","-3.63%"
"1994年1月28日","799.26","799.26","799.26","799.26","-","-2.36%"
"1994年1月27日","818.60","818.60","818.60","818.60","-","0.76%"
"1994年1月26日","812.41","812.41","812.41","812.41","-","-0.43%"
"1994年1月25日","815.89","815.89","815.89","815.89","-","-2.78%"
"1994年1月24日","839.20","839.20","839.20","839.20","-","3.24%"
"1994年1月21日","812.88","812.88","812.88","812.88","-","1.28%"
"1994年1月20日","802.61","802.61","802.61","802.61","-","-0.61%"
"1994年1月19日","807.50","807.50","807.50","807.50","-","-3.30%"
"1994年1月18日","835.06","835.06","835.06","835.06","-","-2.82%"
"1994年1月17日","859.28","859.28","859.28","859.28","-","1.18%"
"1994年1月14日","849.23","849.23","849.23","849.23","-","-5.37%"
"1994年1月13日","897.46","897.46","897.46","897.46","-","1.06%"
"1994年1月12日","888.04","888.04","888.04","888.04","-","-0.42%"
"1994年1月11日","891.79","891.79","891.79","891.79","-","-0.95%"
"1994年1月10日","900.30","900.30","900.30","900.30","-","2.35%"
"1994年1月7日","879.64","879.64","879.64","879.64","-","1.19%"
"1994年1月6日","869.33","869.33","869.33","869.33","-","2.64%"
"1994年1月5日","846.98","846.98","846.98","846.98","-","1.72%"
"1994年1月4日","832.69","832.69","832.69","832.69","-","-0.15%"
"1994年1月3日","833.90","833.90","833.90","833.90","-","0.01%"
"1993年12月31日","833.80","829.16","834.86","825.46","-","0.92%"
"1993年12月30日","826.23","819.14","835.21","816.36","-","0.62%"
"1993年12月29日","821.16","839.56","839.56","820.06","-","-2.19%"
"1993年12月28日","839.57","851.38","854.65","836.17","-","-0.04%"
"1993年12月27日","839.90","841.49","845.98","837.83","-","0.66%"
"1993年12月24日","834.39","841.66","845.07","828.81","-","0.07%"
"1993年12月23日","833.77","820.54","839.41","820.54","-","1.53%"
"1993年12月22日","821.19","837.54","852.63","819.68","-","-2.28%"
"1993年12月21日","840.34","786.82","840.34","778.93","-","7.21%"
"1993年12月20日","783.79","823.77","836.04","750.46","-","-13.08%"
"1993年12月17日","901.70","884.47","913.33","884.47","-","-0.70%"
"1993年12月16日","908.08","941.43","948.36","908.08","-","-3.46%"
"1993年12月15日","940.61","926.05","940.61","903.82","-","1.67%"
"1993年12月14日","925.20","942.01","953.67","914.95","-","-2.69%"
"1993年12月13日","950.77","982.38","982.38","947.83","-","-2.84%"
"1993年12月10日","978.57","986.02","994.48","957.65","-","-0.64%"
"1993年12月9日","984.90","1,016.78","1,016.78","969.95","-","-2.45%"
"1993年12月8日","1,009.67","1,044.85","1,044.85","1,004.02","-","-1.24%"
"1993年12月7日","1,022.34","1,006.70","1,022.34","1,006.70","-","2.67%"
"1993年12月6日","995.72","986.12","1,004.01","979.72","-","1.53%"
"1993年12月3日","980.67","975.65","982.10","970.10","-","0.81%"
"1993年12月2日","972.80","974.35","980.94","964.43","-","-0.21%"
"1993年12月1日","974.80","993.67","993.74","971.49","-","-1.03%"
"1993年11月30日","984.93","984.54","990.40","979.08","-","1.23%"
"1993年11月29日","972.96","968.44","974.85","956.34","-","0.78%"
"1993年11月26日","965.39","986.69","1,011.76","963.46","-","-2.16%"
"1993年11月25日","986.69","959.90","992.89","959.90","-","3.51%"
"1993年11月24日","953.23","955.24","963.62","945.43","-","-0.49%"
"1993年11月23日","957.95","955.82","971.46","949.82","-","0.86%"
"1993年11月22日","949.77","924.67","954.35","898.49","-","2.71%"
"1993年11月19日","924.67","907.41","924.67","904.60","-","2.39%"
"1993年11月18日","903.07","895.69","903.28","892.41","-","1.74%"
"1993年11月17日","887.65","881.93","894.96","881.93","-","0.83%"
"1993年11月16日","880.33","890.92","891.43","876.61","-","-1.14%"
"1993年11月15日","890.46","875.80","893.42","875.80","-","2.83%"
"1993年11月12日","865.97","858.20","868.91","858.20","-","2.09%"
"1993年11月11日","848.27","836.55","851.44","836.55","-","1.81%"
"1993年11月10日","833.17","848.45","856.77","828.66","-","-1.53%"
"1993年11月9日","846.15","840.89","846.15","834.75","-","1.09%"
"1993年11月8日","836.99","833.26","836.99","819.09","-","2.78%"
"1993年11月5日","814.39","804.26","816.40","803.03","-","1.26%"
"1993年11月4日","804.26","804.66","806.66","793.32","-","-0.18%"
"1993年11月3日","805.71","812.63","814.74","804.73","-","-0.86%"
"1993年11月2日","812.67","821.85","824.49","810.81","-","-0.49%"
"1993年11月1日","816.71","801.86","823.25","801.86","-","0.24%"
"1993年10月29日","814.74","834.51","834.79","809.80","-","-1.20%"
"1993年10月28日","824.66","779.64","829.10","778.27","-","5.95%"
"1993年10月27日","778.33","787.79","789.41","776.41","-","-0.63%"
"1993年10月26日","783.23","789.25","792.43","781.13","-","-0.22%"
"1993年10月25日","784.97","792.78","797.48","774.54","-","-4.13%"
"1993年10月22日","818.81","827.75","844.50","818.81","-","-1.61%"
"1993年10月21日","832.25","846.25","846.43","831.87","-","-1.37%"
"1993年10月20日","843.85","843.58","846.78","837.97","-","0.51%"
"1993年10月19日","839.60","839.20","846.39","836.77","-","0.52%"
"1993年10月18日","835.25","848.13","850.61","835.25","-","-2.53%"
"1993年10月15日","856.92","855.67","862.54","854.97","-","0.22%"
"1993年10月14日","855.04","858.33","859.48","848.53","-","-0.54%"
"1993年10月13日","859.70","874.36","879.29","854.79","-","-1.34%"
"1993年10月12日","871.42","868.48","875.62","866.85","-","0.35%"
"1993年10月11日","868.38","873.94","879.61","866.89","-","-0.73%"
"1993年10月8日","874.76","897.72","898.90","874.28","-","-1.45%"
"1993年10月7日","887.62","887.00","934.40","880.99","-","0.29%"
"1993年10月6日","885.04","886.33","891.13","879.42","-","-0.09%"
"1993年10月5日","885.86","894.37","896.00","885.04","-","-0.75%"
"1993年10月4日","892.55","895.69","901.37","891.33","-","0.26%"
"1993年9月30日","890.27","887.13","896.58","883.55","-","0.47%"
"1993年9月29日","886.12","904.76","909.84","885.46","-","-1.34%"
"1993年9月28日","898.15","886.11","898.15","883.92","-","1.95%"
"1993年9月27日","880.98","876.61","884.30","876.39","-","0.59%"
"1993年9月24日","875.81","873.16","915.06","864.38","-","-0.93%"
"1993年9月23日","884.02","882.68","888.82","882.68","-","0.32%"
"1993年9月22日","881.24","891.05","892.32","881.04","-","-1.01%"
"1993年9月21日","890.23","875.13","896.68","875.13","-","1.74%"
"1993年9月20日","875.00","875.97","878.23","865.74","-","-0.73%"
"1993年9月17日","881.41","874.51","883.17","868.74","-","0.72%"
"1993年9月16日","875.08","885.02","885.79","874.35","-","-0.65%"
"1993年9月15日","880.78","876.38","903.24","876.25","-","0.47%"
"1993年9月14日","876.62","875.14","879.93","865.61","-","-0.30%"
"1993年9月13日","879.24","895.62","895.62","873.55","-","-2.69%"
"1993年9月10日","903.56","887.83","908.91","887.65","-","0.21%"
"1993年9月9日","901.66","911.95","914.79","900.82","-","-0.82%"
"1993年9月8日","909.13","907.98","918.26","896.56","-","0.01%"
"1993年9月7日","909.04","947.12","947.12","908.29","-","-4.06%"
"1993年9月6日","947.53","940.46","947.53","933.74","-","2.69%"
"1993年9月3日","922.70","907.89","926.11","905.71","-","2.36%"
"1993年9月2日","901.39","894.27","901.39","893.00","-","0.83%"
"1993年9月1日","893.99","898.01","900.04","891.66","-","-0.19%"
"1993年8月31日","895.68","895.76","909.72","893.99","-","-0.40%"
"1993年8月30日","899.27","901.09","911.18","884.51","-","0.52%"
"1993年8月27日","894.59","903.47","903.77","886.30","-","-1.03%"
"1993年8月26日","903.91","913.27","914.15","896.00","-","-0.82%"
"1993年8月25日","911.40","904.74","921.21","904.74","-","1.90%"
"1993年8月24日","894.44","878.09","902.30","873.13","-","0.14%"
"1993年8月23日","893.23","933.72","937.30","888.68","-","-5.63%"
"1993年8月20日","946.54","973.00","977.39","937.99","-","-2.27%"
"1993年8月19日","968.51","944.58","980.43","944.47","-","2.17%"
"1993年8月18日","947.93","974.11","988.14","947.93","-","-2.69%"
"1993年8月17日","974.11","1,042.42","1,042.47","973.48","-","-4.86%"
"1993年8月16日","1,023.87","969.90","1,023.87","967.35","-","8.09%"
"1993年8月13日","947.26","929.42","947.78","922.40","-","3.30%"
"1993年8月12日","917.04","896.74","917.96","893.51","-","3.85%"
"1993年8月11日","883.02","862.40","883.02","861.78","-","2.43%"
"1993年8月10日","862.08","897.46","911.77","861.19","-","-2.62%"
"1993年8月9日","885.27","866.65","887.45","861.34","-","3.48%"
"1993年8月6日","855.52","841.39","860.73","841.39","-","0.73%"
"1993年8月5日","849.30","853.71","863.94","842.72","-","-0.15%"
"1993年8月4日","850.54","833.40","855.86","823.00","-","2.14%"
"1993年8月3日","832.72","842.29","853.35","830.67","-","-1.25%"
"1993年8月2日","843.27","894.90","913.15","842.35","-","-4.29%"
"1993年7月30日","881.07","810.09","901.12","810.09","-","9.22%"
"1993年7月29日","806.67","801.16","810.63","801.16","-","1.04%"
"1993年7月28日","798.33","792.88","818.06","791.23","-","0.85%"
"1993年7月27日","791.62","786.19","798.85","777.73","-","0.48%"
"1993年7月26日","787.81","810.07","810.07","787.80","-","-3.16%"
"1993年7月23日","813.54","816.08","818.55","811.47","-","-0.24%"
"1993年7月22日","815.53","812.10","815.53","804.10","-","0.47%"
"1993年7月21日","811.70","809.66","820.24","808.37","-","0.43%"
"1993年7月20日","808.20","834.08","836.85","803.34","-","-3.44%"
"1993年7月19日","836.98","848.10","848.10","836.70","-","-1.17%"
"1993年7月16日","846.87","841.62","849.66","839.28","-","0.97%"
"1993年7月15日","838.70","833.89","847.30","830.61","-","0.28%"
"1993年7月14日","836.39","870.05","870.05","833.08","-","-3.87%"
"1993年7月13日","870.05","853.66","870.05","853.66","-","2.90%"
"1993年7月12日","845.52","855.50","855.50","828.55","-","-2.65%"
"1993年7月9日","868.57","896.16","896.24","865.31","-","-3.08%"
"1993年7月8日","896.16","904.46","909.11","895.62","-","-0.84%"
"1993年7月7日","903.79","897.22","909.93","869.65","-","0.69%"
"1993年7月6日","897.64","938.42","938.42","895.69","-","-5.74%"
"1993年7月5日","952.31","976.67","980.92","946.87","-","-3.51%"
"1993年7月2日","986.98","995.70","1,002.87","986.98","-","-1.06%"
"1993年7月1日","997.53","1,000.80","1,009.89","980.05","-","-0.95%"
"1993年6月30日","1,007.05","1,037.89","1,043.05","1,003.86","-","-2.08%"
"1993年6月29日","1,028.44","1,008.23","1,037.49","1,002.61","-","2.60%"
"1993年6月28日","1,002.42","1,006.63","1,010.52","983.97","-","-0.42%"
"1993年6月25日","1,006.64","979.93","1,041.22","979.93","-","2.70%"
"1993年6月24日","980.17","985.62","993.80","974.17","-","-0.59%"
"1993年6月23日","986.02","981.40","991.21","980.53","-","0.50%"
"1993年6月22日","981.13","972.10","987.07","971.63","-","0.36%"
"1993年6月21日","977.61","1,003.98","1,003.98","967.74","-","-2.82%"
"1993年6月18日","1,005.98","994.20","1,007.25","989.21","-","0.80%"
"1993年6月17日","998.00","998.21","1,016.23","998.00","-","-0.62%"
"1993年6月16日","1,004.24","1,004.40","1,013.81","997.33","-","0.26%"
"1993年6月15日","1,001.61","998.70","1,002.96","981.84","-","0.12%"
"1993年6月14日","1,000.43","1,046.07","1,046.07","990.16","-","-4.45%"
"1993年6月11日","1,047.00","1,043.94","1,052.56","1,024.20","-","0.25%"
"1993年6月10日","1,044.44","1,069.36","1,070.06","1,040.38","-","-1.95%"
"1993年6月9日","1,065.19","1,071.33","1,081.18","1,053.32","-","-0.87%"
"1993年6月8日","1,074.58","1,094.11","1,101.69","1,054.31","-","0.90%"
"1993年6月7日","1,064.98","1,006.26","1,068.84","982.03","-","6.04%"
"1993年6月4日","1,004.30","1,024.74","1,031.03","981.89","-","-1.37%"
"1993年6月3日","1,018.29","1,102.08","1,177.91","961.32","-","-5.82%"
"1993年6月2日","1,081.20","958.61","1,081.20","904.32","-","16.44%"
"1993年6月1日","928.58","935.90","935.90","859.48","-","-0.74%"
"1993年5月31日","935.48","975.05","980.03","930.64","-","-3.83%"
"1993年5月28日","972.77","962.21","980.96","959.25","-","0.95%"
"1993年5月27日","963.61","1,001.19","1,001.63","942.21","-","-3.20%"
"1993年5月26日","995.45","1,003.89","1,008.55","992.94","-","-0.25%"
