"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2009年6月22日","2,896.30","2,900.57","2,923.24","2,884.13","14.70B","0.55%"
"2009年6月19日","2,880.49","2,861.18","2,886.50","2,847.36","15.30B","0.93%"
"2009年6月18日","2,853.90","2,812.99","2,855.41","2,810.85","13.88B","1.56%"
"2009年6月17日","2,810.12","2,771.52","2,813.61","2,744.22","11.08B","1.23%"
"2009年6月16日","2,776.02","2,762.74","2,797.48","2,753.69","10.34B","-0.49%"
"2009年6月15日","2,789.55","2,743.03","2,790.98","2,727.74","10.62B","1.67%"
"2009年6月12日","2,743.76","2,793.97","2,812.68","2,722.22","12.77B","-1.91%"
"2009年6月11日","2,797.32","2,812.28","2,828.74","2,787.45","13.41B","-0.67%"
"2009年6月10日","2,816.25","2,796.90","2,820.57","2,790.00","14.53B","1.02%"
"2009年6月9日","2,787.89","2,766.51","2,788.37","2,721.85","13.26B","0.71%"
"2009年6月8日","2,768.34","2,753.34","2,795.15","2,729.03","13.32B","0.52%"
"2009年6月5日","2,753.89","2,783.86","2,791.65","2,750.38","14.66B","-0.48%"
"2009年6月4日","2,767.24","2,753.25","2,778.24","2,728.20","17.09B","-0.41%"
"2009年6月3日","2,778.59","2,722.27","2,778.68","2,717.86","15.57B","1.99%"
"2009年6月2日","2,724.30","2,739.44","2,750.88","2,713.47","15.64B","0.11%"
"2009年6月1日","2,721.28","2,668.40","2,726.72","2,668.40","14.80B","3.36%"
"2009年5月27日","2,632.93","2,601.24","2,635.31","2,592.79","10.32B","1.71%"
"2009年5月26日","2,588.57","2,615.01","2,618.80","2,585.91","11.45B","-0.82%"
"2009年5月25日","2,610.01","2,555.34","2,618.36","2,538.62","11.20B","0.48%"
"2009年5月22日","2,597.60","2,595.99","2,617.75","2,578.59","9.91B","-0.50%"
"2009年5月21日","2,610.62","2,639.14","2,663.23","2,598.87","13.89B","-1.54%"
"2009年5月20日","2,651.41","2,680.55","2,686.34","2,651.01","13.82B","-0.94%"
"2009年5月19日","2,676.68","2,679.40","2,688.11","2,660.56","14.75B","0.90%"
"2009年5月18日","2,652.78","2,632.57","2,656.84","2,589.61","11.90B","0.28%"
"2009年5月15日","2,645.26","2,646.89","2,661.37","2,623.36","11.09B","0.20%"
"2009年5月14日","2,639.89","2,631.45","2,651.49","2,610.22","12.48B","-0.90%"
"2009年5月13日","2,663.77","2,629.03","2,670.21","2,608.32","14.58B","1.74%"
"2009年5月12日","2,618.17","2,562.36","2,619.69","2,558.96","12.30B","1.49%"
"2009年5月11日","2,579.75","2,646.29","2,663.95","2,579.75","17.82B","-1.75%"
"2009年5月8日","2,625.64","2,586.76","2,634.06","2,574.57","16.19B","1.09%"
"2009年5月7日","2,597.45","2,612.12","2,622.11","2,566.12","18.18B","0.19%"
"2009年5月6日","2,592.52","2,563.56","2,596.93","2,552.63","16.07B","0.98%"
"2009年5月5日","2,567.34","2,577.43","2,590.78","2,552.39","15.84B","0.29%"
"2009年5月4日","2,559.91","2,486.68","2,560.54","2,486.22","15.34B","3.32%"
"2009年4月30日","2,477.57","2,477.93","2,491.07","2,461.36","13.12B","0.38%"
"2009年4月29日","2,468.19","2,401.66","2,477.72","2,395.48","12.65B","2.78%"
"2009年4月28日","2,401.44","2,382.88","2,411.44","2,372.34","9.48B","-0.16%"
"2009年4月27日","2,405.35","2,443.44","2,452.93","2,393.16","11.30B","-1.77%"
"2009年4月24日","2,448.59","2,477.16","2,481.53","2,445.66","11.38B","-0.62%"
"2009年4月23日","2,463.95","2,440.68","2,474.15","2,422.79","12.61B","0.11%"
"2009年4月22日","2,461.35","2,548.11","2,579.22","2,449.89","19.40B","-2.94%"
"2009年4月21日","2,535.83","2,523.26","2,552.60","2,499.60","16.46B","-0.85%"
"2009年4月20日","2,557.46","2,500.17","2,559.04","2,497.32","14.79B","2.14%"
"2009年4月17日","2,503.93","2,524.63","2,539.35","2,481.90","16.16B","-1.19%"
"2009年4月16日","2,534.13","2,542.34","2,549.31","2,497.12","18.62B","-0.08%"
"2009年4月15日","2,536.06","2,514.59","2,542.54","2,485.93","18.11B","0.35%"
"2009年4月14日","2,527.18","2,512.01","2,532.09","2,495.34","16.52B","0.54%"
"2009年4月13日","2,513.70","2,468.08","2,522.45","2,464.06","19.13B","2.84%"
"2009年4月10日","2,444.23","2,400.01","2,444.98","2,392.80","15.75B","2.70%"
"2009年4月9日","2,379.88","2,345.01","2,380.93","2,331.88","11.32B","1.38%"
"2009年4月8日","2,347.39","2,429.88","2,435.39","2,346.54","14.68B","-3.76%"
"2009年4月7日","2,439.18","2,422.10","2,449.54","2,407.51","12.42B","0.80%"
"2009年4月3日","2,419.78","2,446.12","2,456.81","2,406.50","17.03B","-0.23%"
"2009年4月2日","2,425.29","2,417.22","2,450.00","2,417.11","18.84B","0.72%"
"2009年4月1日","2,408.02","2,380.98","2,422.62","2,380.98","17.99B","1.47%"
"2009年3月31日","2,373.21","2,313.88","2,375.71","2,299.16","14.27B","0.64%"
"2009年3月30日","2,358.04","2,377.96","2,380.19","2,348.53","13.99B","-0.69%"
"2009年3月27日","2,374.44","2,380.63","2,392.77","2,361.09","18.65B","0.54%"
"2009年3月26日","2,361.70","2,296.05","2,362.05","2,274.89","15.86B","3.06%"
"2009年3月25日","2,291.55","2,333.16","2,355.69","2,291.36","14.48B","-2.00%"
"2009年3月24日","2,338.42","2,359.68","2,369.45","2,327.43","16.27B","0.56%"
"2009年3月23日","2,325.48","2,286.25","2,329.18","2,276.81","16.01B","1.95%"
"2009年3月20日","2,281.09","2,272.44","2,294.12","2,250.41","15.05B","0.68%"
"2009年3月19日","2,265.76","2,227.34","2,268.14","2,220.16","14.58B","1.89%"
"2009年3月18日","2,223.72","2,227.98","2,255.01","2,221.59","14.70B","0.24%"
"2009年3月17日","2,218.33","2,156.77","2,225.19","2,151.78","13.08B","3.02%"
"2009年3月16日","2,153.29","2,122.41","2,158.90","2,108.61","7.34B","1.15%"
"2009年3月13日","2,128.85","2,148.42","2,166.02","2,124.98","8.35B","-0.24%"
"2009年3月12日","2,133.88","2,127.73","2,136.80","2,086.02","8.72B","-0.24%"
"2009年3月11日","2,139.03","2,199.98","2,203.53","2,133.14","10.37B","-0.91%"
"2009年3月10日","2,158.57","2,097.14","2,159.27","2,088.16","8.39B","1.88%"
"2009年3月9日","2,118.75","2,205.75","2,232.67","2,116.45","12.43B","-3.39%"
"2009年3月6日","2,193.01","2,180.79","2,221.04","2,171.67","12.39B","-1.26%"
"2009年3月5日","2,221.08","2,220.15","2,241.76","2,173.49","18.24B","1.04%"
"2009年3月4日","2,198.11","2,076.62","2,201.73","2,076.62","15.48B","6.12%"
"2009年3月3日","2,071.43","2,047.21","2,088.63","2,037.02","9.78B","-1.05%"
"2009年3月2日","2,093.45","2,066.23","2,102.11","2,052.99","8.75B","0.51%"
"2009年2月27日","2,082.85","2,100.06","2,123.24","2,064.92","12.29B","-1.81%"
"2009年2月26日","2,121.25","2,201.67","2,237.55","2,102.35","14.86B","-3.87%"
"2009年2月25日","2,206.57","2,222.51","2,234.02","2,142.60","15.24B","0.27%"
"2009年2月24日","2,200.65","2,273.76","2,295.59","2,193.27","18.39B","-4.56%"
"2009年2月23日","2,305.78","2,249.29","2,313.59","2,219.71","16.03B","1.96%"
"2009年2月20日","2,261.48","2,234.36","2,262.33","2,206.21","12.89B","1.54%"
"2009年2月19日","2,227.12","2,224.49","2,247.62","2,190.47","12.98B","0.78%"
"2009年2月18日","2,209.86","2,271.26","2,295.74","2,206.06","16.25B","-4.72%"
"2009年2月17日","2,319.44","2,387.35","2,402.81","2,316.93","19.81B","-2.93%"
"2009年2月16日","2,389.39","2,338.76","2,389.88","2,328.18","21.14B","2.96%"
"2009年2月13日","2,320.79","2,249.18","2,323.12","2,236.18","19.97B","3.23%"
"2009年2月12日","2,248.09","2,265.79","2,274.20","2,191.89","17.40B","-0.56%"
"2009年2月11日","2,260.82","2,230.49","2,305.70","2,218.30","20.93B","-0.19%"
"2009年2月10日","2,265.16","2,218.49","2,266.40","2,197.01","17.26B","1.82%"
"2009年2月9日","2,224.71","2,211.32","2,238.89","2,196.71","19.23B","1.99%"
"2009年2月6日","2,181.24","2,102.08","2,185.09","2,102.08","16.09B","3.97%"
"2009年2月5日","2,098.02","2,106.84","2,149.48","2,082.60","16.54B","-0.46%"
"2009年2月4日","2,107.75","2,068.09","2,108.26","2,067.79","15.18B","2.28%"
"2009年2月3日","2,060.81","2,011.77","2,060.93","2,005.02","13.44B","2.44%"
"2009年2月2日","2,011.68","2,008.13","2,012.74","1,987.13","8.48B","1.06%"
"2009年1月23日","1,990.66","2,001.17","2,008.79","1,986.35","8.60B","-0.71%"
"2009年1月22日","2,004.95","1,996.09","2,009.85","1,980.44","8.83B","1.00%"
"2009年1月21日","1,985.02","1,965.94","2,007.91","1,960.53","8.73B","-0.46%"
"2009年1月20日","1,994.11","1,981.15","1,994.81","1,956.10","7.46B","0.37%"
"2009年1月19日","1,986.67","1,971.00","2,018.51","1,966.19","10.94B","1.65%"
"2009年1月16日","1,954.44","1,928.92","1,984.73","1,928.92","13.30B","1.78%"
"2009年1月15日","1,920.21","1,912.77","1,937.73","1,902.54","11.60B","-0.45%"
"2009年1月14日","1,928.87","1,862.31","1,929.28","1,862.31","8.79B","3.52%"
"2009年1月13日","1,863.37","1,880.87","1,888.31","1,861.81","7.38B","-1.95%"
"2009年1月12日","1,900.35","1,897.70","1,924.44","1,886.83","8.36B","-0.24%"
"2009年1月9日","1,904.86","1,875.16","1,909.35","1,875.16","7.12B","1.42%"
"2009年1月8日","1,878.18","1,890.24","1,894.17","1,862.26","8.04B","-2.38%"
"2009年1月7日","1,924.01","1,938.97","1,948.23","1,920.52","9.24B","-0.68%"
"2009年1月6日","1,937.14","1,878.83","1,938.69","1,871.97","9.91B","3.00%"
"2009年1月5日","1,880.72","1,849.02","1,880.72","1,844.09","6.71B","3.29%"
"2008年12月31日","1,820.81","1,834.95","1,844.37","1,814.75","5.04B","-0.66%"
"2008年12月30日","1,832.91","1,851.91","1,862.94","1,826.98","5.65B","-0.95%"
"2008年12月29日","1,850.48","1,846.30","1,856.33","1,815.41","5.50B","-0.06%"
"2008年12月26日","1,851.52","1,852.91","1,866.63","1,840.19","5.33B","-0.05%"
"2008年12月25日","1,852.42","1,865.72","1,877.77","1,832.36","6.46B","-0.61%"
"2008年12月24日","1,863.80","1,873.58","1,887.31","1,850.86","7.45B","-1.76%"
"2008年12月23日","1,897.22","1,990.05","1,990.05","1,895.18","9.90B","-4.55%"
"2008年12月22日","1,987.76","2,016.45","2,016.45","1,965.35","8.68B","-1.52%"
"2008年12月19日","2,018.46","2,006.21","2,038.66","1,997.12","10.22B","0.14%"
"2008年12月18日","2,015.69","1,978.97","2,016.57","1,958.97","9.22B","1.97%"
"2008年12月17日","1,976.82","1,983.84","2,003.38","1,971.82","9.72B","0.09%"
"2008年12月16日","1,975.01","1,948.86","1,976.72","1,907.83","7.83B","0.54%"
"2008年12月15日","1,964.37","1,977.03","1,989.30","1,936.56","8.15B","0.52%"
"2008年12月12日","1,954.21","2,014.58","2,023.18","1,932.27","10.81B","-3.81%"
"2008年12月11日","2,031.68","2,072.58","2,087.20","2,028.73","12.17B","-2.28%"
"2008年12月10日","2,079.12","2,025.03","2,079.55","2,005.56","12.83B","2.03%"
"2008年12月9日","2,037.74","2,100.77","2,100.81","2,036.89","14.53B","-2.54%"
"2008年12月8日","2,090.77","2,049.16","2,091.28","2,038.19","16.50B","3.57%"
"2008年12月5日","2,018.66","1,984.26","2,019.75","1,975.71","11.85B","0.86%"
"2008年12月4日","2,001.50","1,992.72","2,055.21","1,985.20","17.60B","1.84%"
"2008年12月3日","1,965.41","1,903.43","1,965.83","1,902.94","13.49B","4.01%"
"2008年12月2日","1,889.64","1,856.97","1,907.78","1,846.53","10.43B","-0.26%"
"2008年12月1日","1,894.62","1,865.74","1,895.76","1,838.10","8.19B","1.25%"
"2008年11月28日","1,871.16","1,901.67","1,915.27","1,856.29","7.77B","-2.44%"
"2008年11月27日","1,917.86","2,012.69","2,022.48","1,916.47","12.23B","1.05%"
"2008年11月26日","1,897.88","1,890.33","1,914.71","1,873.18","6.51B","0.49%"
"2008年11月25日","1,888.71","1,925.25","1,939.37","1,858.16","6.95B","-0.44%"
"2008年11月24日","1,897.06","1,961.21","1,974.47","1,893.34","8.45B","-3.67%"
"2008年11月21日","1,969.39","1,932.60","2,013.18","1,893.15","12.71B","-0.72%"
"2008年11月20日","1,983.76","1,977.21","2,030.87","1,956.73","13.08B","-1.67%"
"2008年11月19日","2,017.47","1,889.35","2,023.91","1,883.84","12.88B","6.05%"
"2008年11月18日","1,902.43","2,020.99","2,050.88","1,889.87","15.67B","-6.31%"
"2008年11月17日","2,030.48","1,981.26","2,031.10","1,963.85","13.68B","2.22%"
"2008年11月14日","1,986.44","1,943.96","1,987.26","1,921.84","13.04B","3.05%"
"2008年11月13日","1,927.61","1,837.27","1,942.90","1,825.88","12.11B","3.68%"
"2008年11月12日","1,859.11","1,820.44","1,863.90","1,815.08","6.59B","0.84%"
"2008年11月11日","1,843.61","1,872.07","1,887.80","1,840.92","9.09B","-1.66%"
"2008年11月10日","1,874.80","1,782.31","1,876.16","1,782.31","9.13B","7.27%"
"2008年11月7日","1,747.71","1,686.52","1,762.23","1,680.60","4.68B","1.75%"
"2008年11月6日","1,717.72","1,720.42","1,728.22","1,703.10","4.57B","-2.44%"
"2008年11月5日","1,760.61","1,716.22","1,788.26","1,716.22","6.03B","3.16%"
"2008年11月4日","1,706.70","1,707.92","1,717.10","1,678.96","3.93B","-0.76%"
"2008年11月3日","1,719.77","1,713.76","1,750.32","1,702.98","3.59B","-0.52%"
"2008年10月31日","1,728.79","1,754.21","1,765.68","1,721.59","4.02B","-1.97%"
"2008年10月30日","1,763.61","1,732.77","1,788.20","1,710.73","5.36B","2.55%"
"2008年10月29日","1,719.81","1,786.20","1,795.09","1,719.34","5.22B","-2.94%"
"2008年10月28日","1,771.82","1,671.40","1,786.43","1,664.92","5.98B","2.81%"
"2008年10月27日","1,723.35","1,809.22","1,809.22","1,721.60","5.05B","-6.32%"
"2008年10月24日","1,839.62","1,875.63","1,888.10","1,825.53","4.62B","-1.92%"
"2008年10月23日","1,875.56","1,851.26","1,879.85","1,828.31","4.78B","-1.07%"
"2008年10月22日","1,895.82","1,932.68","1,950.79","1,894.31","4.83B","-3.20%"
"2008年10月21日","1,958.53","1,978.67","1,996.66","1,956.11","5.41B","-0.78%"
"2008年10月20日","1,974.01","1,924.18","1,979.84","1,890.92","4.46B","2.25%"
"2008年10月17日","1,930.65","1,921.84","1,941.30","1,902.60","3.86B","1.08%"
"2008年10月16日","1,909.94","1,916.13","1,943.32","1,901.50","5.07B","-4.25%"
"2008年10月15日","1,994.67","1,995.88","2,013.49","1,963.10","4.08B","-1.12%"
"2008年10月14日","2,017.32","2,139.07","2,146.73","2,016.18","6.80B","-2.71%"
"2008年10月13日","2,073.57","1,978.56","2,074.47","1,931.47","5.66B","3.65%"
"2008年10月10日","2,000.57","1,995.96","2,027.83","1,963.18","5.41B","-3.57%"
"2008年10月9日","2,074.58","2,125.57","2,130.87","2,063.41","4.51B","-0.84%"
"2008年10月8日","2,092.22","2,095.91","2,127.09","2,059.09","5.08B","-3.04%"
"2008年10月7日","2,157.84","2,101.09","2,183.00","2,072.90","5.69B","-0.73%"
"2008年10月6日","2,173.74","2,267.39","2,267.39","2,172.57","6.09B","-5.23%"
"2008年9月26日","2,293.78","2,304.12","2,310.45","2,246.28","7.83B","-0.16%"
"2008年9月25日","2,297.50","2,214.58","2,333.28","2,211.45","10.12B","3.64%"
"2008年9月24日","2,216.81","2,133.10","2,218.29","2,116.96","6.45B","0.69%"
"2008年9月23日","2,201.51","2,209.12","2,253.39","2,181.96","10.02B","-1.56%"
"2008年9月22日","2,236.41","2,241.72","2,269.73","2,164.80","13.99B","7.77%"
"2008年9月19日","2,075.09","2,067.64","2,075.09","2,043.32","5.84B","9.45%"
