"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2008年9月18日","1,895.84","1,876.12","1,942.85","1,802.33","6.63B","-1.72%"
"2008年9月17日","1,929.05","1,971.94","1,999.95","1,922.68","4.59B","-2.90%"
"2008年9月16日","1,986.64","2,049.81","2,049.81","1,974.39","4.62B","-4.47%"
"2008年9月12日","2,079.67","2,077.55","2,104.63","2,064.29","3.03B","0.03%"
"2008年9月11日","2,078.98","2,143.40","2,148.12","2,070.43","3.64B","-3.34%"
"2008年9月10日","2,150.76","2,131.80","2,185.69","2,102.91","3.90B","0.23%"
"2008年9月9日","2,145.78","2,152.28","2,161.35","2,114.50","3.07B","0.11%"
"2008年9月8日","2,143.42","2,210.34","2,220.55","2,135.38","3.77B","-2.68%"
"2008年9月5日","2,202.45","2,224.53","2,238.32","2,199.36","3.86B","-3.29%"
"2008年9月4日","2,277.41","2,270.52","2,295.36","2,249.12","3.42B","0.03%"
"2008年9月3日","2,276.67","2,301.94","2,321.53","2,248.07","4.22B","-1.22%"
"2008年9月2日","2,304.89","2,312.10","2,329.01","2,284.92","3.42B","-0.87%"
"2008年9月1日","2,325.14","2,380.47","2,380.47","2,311.73","3.63B","-3.01%"
"2008年8月29日","2,397.37","2,361.05","2,420.85","2,352.10","4.64B","2.01%"
"2008年8月28日","2,350.14","2,341.96","2,374.25","2,333.03","3.48B","0.34%"
"2008年8月27日","2,342.15","2,343.88","2,385.99","2,310.45","4.10B","-0.34%"
"2008年8月26日","2,350.08","2,384.95","2,403.02","2,327.22","4.10B","-2.62%"
"2008年8月25日","2,413.37","2,408.09","2,443.99","2,382.29","3.38B","0.34%"
"2008年8月22日","2,405.23","2,414.46","2,426.71","2,362.09","4.63B","-1.09%"
"2008年8月21日","2,431.72","2,484.49","2,518.44","2,431.05","6.13B","-3.63%"
"2008年8月20日","2,523.28","2,332.48","2,523.47","2,306.66","7.37B","7.63%"
"2008年8月19日","2,344.47","2,297.24","2,355.93","2,284.59","3.86B","1.06%"
"2008年8月18日","2,319.87","2,451.78","2,455.50","2,318.93","5.37B","-5.33%"
"2008年8月15日","2,450.61","2,434.41","2,476.86","2,414.57","3.13B","0.56%"
"2008年8月14日","2,437.08","2,432.20","2,454.25","2,409.01","3.13B","-0.38%"
"2008年8月13日","2,446.30","2,440.53","2,458.77","2,370.74","4.10B","-0.44%"
"2008年8月12日","2,457.20","2,445.22","2,484.75","2,430.85","3.66B","-0.52%"
"2008年8月11日","2,470.07","2,595.89","2,601.50","2,453.71","4.72B","-5.21%"
"2008年8月8日","2,605.72","2,724.43","2,725.93","2,595.92","4.85B","-4.47%"
"2008年8月7日","2,727.58","2,717.50","2,742.70","2,691.36","3.95B","0.30%"
"2008年8月6日","2,719.37","2,711.60","2,743.11","2,678.86","4.06B","1.06%"
"2008年8月5日","2,690.75","2,751.20","2,762.26","2,684.73","4.24B","-1.86%"
"2008年8月4日","2,741.74","2,782.99","2,793.26","2,738.85","3.72B","-2.14%"
"2008年8月1日","2,801.82","2,751.02","2,830.76","2,721.95","4.92B","0.94%"
"2008年7月31日","2,775.72","2,844.65","2,848.00","2,774.10","4.45B","-2.15%"
"2008年7月30日","2,836.67","2,884.59","2,894.37","2,822.19","4.89B","-0.48%"
"2008年7月29日","2,850.31","2,868.01","2,868.01","2,827.70","5.86B","-1.82%"
"2008年7月28日","2,903.01","2,883.76","2,924.45","2,883.76","6.23B","1.32%"
"2008年7月25日","2,865.10","2,875.77","2,888.58","2,851.93","6.25B","-1.55%"
"2008年7月24日","2,910.29","2,861.81","2,912.70","2,849.10","7.25B","2.55%"
"2008年7月23日","2,837.85","2,870.93","2,887.58","2,831.11","6.15B","-0.29%"
"2008年7月22日","2,846.12","2,852.44","2,868.62","2,830.76","6.15B","-0.53%"
"2008年7月21日","2,861.42","2,759.88","2,865.07","2,745.64","6.65B","2.99%"
"2008年7月18日","2,778.37","2,711.74","2,785.53","2,665.91","5.79B","3.49%"
"2008年7月17日","2,684.78","2,747.95","2,773.28","2,676.15","5.08B","-0.78%"
"2008年7月16日","2,705.87","2,753.90","2,765.15","2,656.61","6.00B","-2.65%"
"2008年7月15日","2,779.45","2,886.11","2,896.33","2,769.91","7.09B","-3.43%"
"2008年7月14日","2,878.26","2,837.49","2,895.30","2,828.24","5.45B","0.76%"
"2008年7月11日","2,856.63","2,863.81","2,888.29","2,821.31","6.48B","-0.65%"
"2008年7月10日","2,875.45","2,879.62","2,952.04","2,862.06","9.09B","-1.54%"
"2008年7月9日","2,920.55","2,838.86","2,920.55","2,838.86","9.70B","3.75%"
"2008年7月8日","2,814.95","2,805.61","2,843.60","2,754.62","8.02B","0.81%"
"2008年7月7日","2,792.40","2,673.55","2,801.53","2,673.55","7.74B","4.59%"
"2008年7月4日","2,669.89","2,691.21","2,713.48","2,645.83","5.73B","-1.24%"
"2008年7月3日","2,703.53","2,610.82","2,746.37","2,566.53","6.81B","1.95%"
"2008年7月2日","2,651.72","2,656.04","2,700.90","2,627.90","4.02B","0.00%"
"2008年7月1日","2,651.61","2,743.16","2,753.33","2,644.78","4.07B","-3.09%"
"2008年6月30日","2,736.10","2,724.40","2,766.80","2,693.40","3.85B","-0.45%"
"2008年6月27日","2,748.43","2,809.31","2,822.26","2,723.16","6.05B","-5.29%"
"2008年6月26日","2,901.85","2,904.09","2,931.31","2,851.12","6.55B","-0.11%"
"2008年6月25日","2,905.01","2,794.04","2,910.48","2,784.42","6.48B","3.64%"
"2008年6月24日","2,803.02","2,747.32","2,817.17","2,728.83","4.84B","1.54%"
"2008年6月23日","2,760.42","2,780.15","2,813.14","2,741.19","4.07B","-2.52%"
"2008年6月20日","2,831.74","2,811.08","2,917.32","2,695.63","7.42B","3.01%"
"2008年6月19日","2,748.87","2,921.72","2,921.72","2,742.15","5.68B","-6.54%"
"2008年6月18日","2,941.11","2,772.37","2,945.42","2,729.71","6.63B","5.24%"
"2008年6月17日","2,794.75","2,873.13","2,893.47","2,769.12","4.33B","-2.76%"
"2008年6月16日","2,874.10","2,876.29","2,917.81","2,811.72","4.04B","0.18%"
"2008年6月13日","2,868.80","2,960.91","2,976.45","2,865.50","4.11B","-3.00%"
"2008年6月12日","2,957.53","3,011.56","3,031.06","2,900.12","4.95B","-2.21%"
"2008年6月11日","3,024.24","3,042.16","3,064.20","2,992.35","4.69B","-1.57%"
"2008年6月10日","3,072.33","3,202.11","3,215.50","3,045.06","5.09B","-7.73%"
"2008年6月6日","3,329.67","3,362.01","3,371.28","3,312.72","3.48B","-0.66%"
"2008年6月5日","3,351.64","3,355.93","3,376.34","3,326.54","4.18B","-0.54%"
"2008年6月4日","3,369.91","3,424.04","3,428.47","3,341.74","4.80B","-1.93%"
"2008年6月3日","3,436.40","3,456.58","3,469.06","3,409.23","5.66B","-0.65%"
"2008年6月2日","3,459.04","3,426.20","3,483.61","3,400.72","4.92B","0.75%"
"2008年5月30日","3,433.35","3,414.25","3,450.49","3,390.88","4.85B","0.94%"
"2008年5月29日","3,401.44","3,447.77","3,481.73","3,400.77","5.14B","-1.66%"
"2008年5月28日","3,459.03","3,382.77","3,486.33","3,354.25","5.25B","2.48%"
"2008年5月27日","3,375.41","3,355.11","3,383.68","3,333.95","4.25B","0.32%"
"2008年5月26日","3,364.54","3,442.29","3,443.99","3,361.99","5.28B","-3.13%"
"2008年5月23日","3,473.09","3,473.80","3,521.39","3,435.84","6.00B","-0.36%"
"2008年5月22日","3,485.63","3,493.07","3,558.02","3,469.79","6.85B","-1.65%"
"2008年5月21日","3,544.19","3,414.34","3,560.53","3,355.08","7.36B","2.93%"
"2008年5月20日","3,443.16","3,601.55","3,632.01","3,432.38","6.64B","-4.48%"
"2008年5月19日","3,604.76","3,615.59","3,624.84","3,563.61","4.85B","-0.54%"
"2008年5月16日","3,624.23","3,637.64","3,661.07","3,582.50","6.48B","-0.36%"
"2008年5月15日","3,637.32","3,676.84","3,706.72","3,636.22","8.40B","-0.55%"
"2008年5月14日","3,657.43","3,549.67","3,661.97","3,549.67","8.86B","2.73%"
"2008年5月13日","3,560.24","3,515.71","3,615.06","3,508.32","9.07B","-1.84%"
"2008年5月12日","3,626.98","3,548.61","3,668.86","3,521.88","7.99B","0.37%"
"2008年5月9日","3,613.49","3,682.95","3,693.16","3,552.47","8.79B","-1.19%"
"2008年5月8日","3,656.84","3,538.92","3,658.05","3,523.03","7.52B","2.17%"
"2008年5月7日","3,579.15","3,716.45","3,774.07","3,577.99","9.05B","-4.13%"
"2008年5月6日","3,733.50","3,735.85","3,786.02","3,680.99","9.89B","-0.73%"
"2008年5月5日","3,761.01","3,739.80","3,768.22","3,696.70","9.97B","1.84%"
"2008年4月30日","3,693.11","3,545.57","3,705.09","3,543.02","10.76B","4.82%"
"2008年4月29日","3,523.41","3,457.35","3,544.23","3,453.28","6.72B","1.40%"
"2008年4月28日","3,474.72","3,497.38","3,530.91","3,460.26","7.57B","-2.33%"
"2008年4月25日","3,557.75","3,572.55","3,658.55","3,527.84","12.96B","-0.71%"
"2008年4月24日","3,583.03","3,539.87","3,593.20","3,461.64","14.21B","9.29%"
"2008年4月23日","3,278.33","3,116.41","3,296.72","3,089.89","6.62B","4.15%"
"2008年4月22日","3,147.79","3,076.72","3,148.73","2,990.79","4.88B","0.99%"
"2008年4月21日","3,116.98","3,305.15","3,305.17","3,073.56","6.00B","0.72%"
"2008年4月18日","3,094.67","3,200.57","3,203.71","3,078.17","4.37B","-3.97%"
"2008年4月17日","3,222.74","3,286.41","3,352.95","3,180.20","4.58B","-2.09%"
"2008年4月16日","3,291.60","3,349.93","3,363.22","3,283.08","4.01B","-1.69%"
"2008年4月15日","3,348.35","3,282.57","3,349.76","3,212.15","4.47B","1.57%"
"2008年4月14日","3,296.67","3,419.05","3,427.88","3,285.30","5.03B","-5.62%"
"2008年4月11日","3,492.89","3,498.55","3,517.82","3,462.14","4.33B","0.61%"
"2008年4月10日","3,471.74","3,378.14","3,474.31","3,344.87","4.55B","1.69%"
"2008年4月9日","3,413.91","3,585.85","3,606.89","3,413.07","5.99B","-5.50%"
"2008年4月8日","3,612.54","3,604.26","3,656.96","3,563.85","6.55B","0.36%"
"2008年4月7日","3,599.62","3,418.52","3,613.48","3,386.51","6.10B","4.45%"
"2008年4月3日","3,446.24","3,323.43","3,456.95","3,271.29","5.09B","2.94%"
"2008年4月2日","3,347.88","3,370.60","3,464.53","3,283.64","6.55B","0.56%"
"2008年4月1日","3,329.16","3,461.09","3,493.13","3,308.90","5.48B","-4.13%"
"2008年3月31日","3,472.71","3,465.91","3,555.82","3,445.56","4.71B","-3.00%"
"2008年3月28日","3,580.15","3,378.63","3,590.75","3,357.23","6.33B","4.94%"
"2008年3月27日","3,411.49","3,541.28","3,541.28","3,407.90","5.51B","-5.42%"
"2008年3月26日","3,606.86","3,644.13","3,698.32","3,591.11","4.63B","-0.63%"
"2008年3月25日","3,629.62","3,559.94","3,659.21","3,521.53","5.28B","0.09%"
"2008年3月24日","3,626.19","3,830.35","3,840.48","3,624.94","5.90B","-4.49%"
"2008年3月21日","3,796.58","3,790.11","3,838.06","3,746.39","6.51B","-0.20%"
"2008年3月20日","3,804.05","3,721.50","3,857.62","3,516.33","7.33B","1.13%"
"2008年3月19日","3,761.61","3,746.05","3,813.89","3,677.82","6.16B","2.53%"
"2008年3月18日","3,668.90","3,789.57","3,862.77","3,607.25","5.79B","-3.96%"
"2008年3月17日","3,820.05","3,941.26","3,941.26","3,813.00","4.91B","-3.60%"
"2008年3月14日","3,962.67","3,956.75","4,000.78","3,891.70","4.14B","-0.22%"
"2008年3月13日","3,971.26","4,033.32","4,055.45","3,902.25","6.37B","-2.43%"
"2008年3月12日","4,070.12","4,254.67","4,272.98","4,068.78","5.72B","-2.30%"
"2008年3月11日","4,165.88","4,121.65","4,165.91","4,063.47","5.13B","0.47%"
"2008年3月10日","4,146.30","4,265.61","4,265.61","4,120.53","6.57B","-3.59%"
"2008年3月7日","4,300.52","4,315.81","4,341.30","4,265.83","5.67B","-1.39%"
"2008年3月6日","4,360.99","4,310.35","4,427.50","4,260.79","8.49B","1.59%"
"2008年3月5日","4,292.65","4,316.25","4,352.82","4,210.96","7.41B","-0.99%"
"2008年3月4日","4,335.45","4,454.18","4,472.15","4,321.27","8.70B","-2.32%"
"2008年3月3日","4,438.27","4,323.70","4,456.96","4,279.35","7.85B","2.06%"
"2008年2月29日","4,348.54","4,293.53","4,364.81","4,275.90","4.78B","1.14%"
"2008年2月28日","4,299.51","4,343.28","4,344.93","4,265.50","4.79B","-0.80%"
"2008年2月27日","4,334.05","4,256.53","4,360.70","4,222.46","5.05B","2.26%"
"2008年2月26日","4,238.18","4,302.73","4,331.64","4,123.31","5.57B","1.09%"
"2008年2月25日","4,192.53","4,370.19","4,391.33","4,182.77","5.88B","-4.07%"
"2008年2月22日","4,370.28","4,500.39","4,500.39","4,333.03","6.76B","-3.47%"
"2008年2月21日","4,527.18","4,534.17","4,568.21","4,452.68","6.13B","-0.87%"
"2008年2月20日","4,567.03","4,682.59","4,695.80","4,556.81","6.65B","-2.09%"
"2008年2月19日","4,664.30","4,582.28","4,665.55","4,544.94","6.07B","2.10%"
"2008年2月18日","4,568.15","4,546.75","4,601.22","4,517.60","5.58B","1.58%"
"2008年2月15日","4,497.13","4,523.79","4,523.79","4,431.46","4.14B","-1.21%"
"2008年2月14日","4,552.32","4,527.05","4,576.98","4,507.94","3.49B","1.37%"
"2008年2月13日","4,490.72","4,525.03","4,547.54","4,454.64","3.69B","-2.37%"
"2008年2月5日","4,599.70","4,622.54","4,662.97","4,550.43","5.26B","-1.55%"
"2008年2月4日","4,672.17","4,415.02","4,672.21","4,415.02","6.34B","8.13%"
"2008年2月1日","4,320.77","4,388.25","4,411.70","4,195.75","5.93B","-1.43%"
"2008年1月31日","4,383.39","4,408.02","4,487.32","4,368.30","4.51B","-0.78%"
"2008年1月30日","4,417.85","4,505.64","4,554.34","4,330.70","5.51B","-0.90%"
"2008年1月29日","4,457.94","4,426.27","4,517.60","4,389.52","5.04B","0.87%"
"2008年1月28日","4,419.29","4,720.56","4,720.56","4,409.08","6.94B","-7.19%"
"2008年1月25日","4,761.69","4,716.98","4,806.89","4,657.71","7.79B","0.93%"
"2008年1月24日","4,717.73","4,753.44","4,767.80","4,625.46","9.00B","0.31%"
"2008年1月23日","4,703.05","4,572.90","4,705.07","4,510.50","8.80B","3.14%"
"2008年1月22日","4,559.75","4,818.00","4,818.00","4,511.95","9.25B","-7.22%"
"2008年1月21日","4,914.44","5,188.80","5,200.93","4,891.28","7.56B","-5.14%"
"2008年1月18日","5,180.51","5,141.37","5,187.60","5,093.13","6.86B","0.56%"
"2008年1月17日","5,151.63","5,235.91","5,312.29","5,039.79","9.89B","-2.63%"
"2008年1月16日","5,290.61","5,395.28","5,396.04","5,288.77","8.93B","-2.81%"
"2008年1月15日","5,443.79","5,503.93","5,505.03","5,405.60","8.07B","-0.98%"
"2008年1月14日","5,497.90","5,507.58","5,522.78","5,456.93","7.87B","0.24%"
"2008年1月11日","5,484.68","5,471.39","5,500.06","5,423.81","8.77B","0.52%"
"2008年1月10日","5,456.54","5,449.16","5,483.83","5,407.31","9.66B","0.38%"
"2008年1月9日","5,435.81","5,365.22","5,437.76","5,346.85","7.68B","0.91%"
"2008年1月8日","5,386.53","5,414.56","5,480.07","5,344.65","10.25B","-0.13%"
"2008年1月7日","5,393.34","5,357.45","5,403.35","5,332.60","9.19B","0.59%"
"2008年1月4日","5,361.57","5,328.41","5,372.46","5,318.46","8.09B","0.78%"
"2008年1月3日","5,319.86","5,269.80","5,321.46","5,211.05","9.85B","0.89%"
"2008年1月2日","5,272.81","5,265.00","5,295.02","5,201.89","7.66B","0.21%"
"2007年12月28日","5,261.56","5,320.01","5,336.50","5,248.69","7.72B","-0.89%"
"2007年12月27日","5,308.89","5,248.22","5,316.52","5,203.50","8.73B","1.44%"
"2007年12月26日","5,233.35","5,209.03","5,262.59","5,158.76","7.45B","0.62%"
"2007年12月25日","5,201.18","5,233.18","5,254.40","5,178.80","7.10B","-0.63%"
"2007年12月24日","5,234.26","5,132.91","5,284.34","5,104.65","8.51B","2.60%"
"2007年12月21日","5,101.78","5,017.19","5,112.39","5,013.76","6.61B","1.15%"
"2007年12月20日","5,043.53","4,965.29","5,050.78","4,923.30","5.77B","2.06%"
"2007年12月19日","4,941.78","4,878.07","4,960.42","4,868.35","5.63B","2.18%"
"2007年12月18日","4,836.17","4,856.47","4,905.49","4,812.16","4.06B","-0.83%"
"2007年12月17日","4,876.76","5,007.28","5,007.35","4,874.62","6.35B","-2.62%"
"2007年12月14日","5,007.91","4,899.75","5,011.20","4,860.16","5.31B","1.01%"
"2007年12月13日","4,958.04","5,078.18","5,095.15","4,954.36","6.73B","-2.70%"
"2007年12月12日","5,095.54","5,148.25","5,149.93","5,054.56","7.22B","-1.54%"
"2007年12月11日","5,175.08","5,180.54","5,209.70","5,103.75","6.68B","0.25%"
"2007年12月10日","5,161.92","5,010.83","5,168.76","4,990.72","6.88B","1.38%"
"2007年12月7日","5,091.76","5,038.48","5,096.80","5,021.37","5.00B","1.13%"
"2007年12月6日","5,035.07","5,055.84","5,065.51","4,995.47","4.32B","-0.15%"
"2007年12月5日","5,042.65","4,917.36","5,052.75","4,893.32","5.43B","2.58%"
"2007年12月4日","4,915.89","4,882.15","4,971.40","4,882.15","4.28B","0.97%"
"2007年12月3日","4,868.61","4,838.56","4,899.67","4,798.01","5.38B","-0.07%"
"2007年11月30日","4,871.78","4,993.74","4,993.74","4,861.86","4.33B","-2.63%"
"2007年11月29日","5,003.33","4,870.86","5,011.19","4,814.78","5.01B","4.16%"
"2007年11月28日","4,803.39","4,870.84","4,907.76","4,778.73","3.28B","-1.19%"
"2007年11月27日","4,861.11","4,919.91","4,947.08","4,857.04","3.08B","-1.97%"
"2007年11月26日","4,958.85","5,102.53","5,124.89","4,952.43","3.68B","-1.46%"
"2007年11月23日","5,032.13","4,946.26","5,034.23","4,896.99","3.09B","0.96%"
"2007年11月22日","4,984.16","5,113.88","5,154.86","4,969.89","4.04B","-4.41%"
"2007年11月21日","5,214.23","5,307.79","5,344.93","5,206.57","4.12B","-1.50%"
"2007年11月20日","5,293.70","5,230.74","5,338.17","5,158.54","4.91B","0.45%"
"2007年11月19日","5,269.82","5,325.30","5,333.09","5,240.42","4.11B","-0.87%"
"2007年11月16日","5,316.27","5,273.08","5,335.51","5,224.31","3.74B","-0.91%"
"2007年11月15日","5,365.27","5,391.02","5,453.74","5,338.90","4.78B","-0.88%"
"2007年11月14日","5,412.69","5,246.57","5,414.61","5,165.06","5.10B","4.94%"
"2007年11月13日","5,158.12","5,239.34","5,311.70","5,085.44","4.92B","-0.57%"
"2007年11月12日","5,187.73","5,181.18","5,250.09","5,032.58","5.26B","-2.40%"
"2007年11月9日","5,315.54","5,276.01","5,382.70","5,217.63","4.73B","-0.27%"
"2007年11月8日","5,330.02","5,559.15","5,559.15","5,328.20","4.89B","-4.85%"
"2007年11月7日","5,601.78","5,565.65","5,610.95","5,469.76","4.27B","1.18%"
"2007年11月6日","5,536.57","5,593.35","5,649.75","5,510.16","4.51B","-1.74%"
"2007年11月5日","5,634.45","5,748.18","5,787.23","5,603.47","6.41B","-2.48%"
"2007年11月2日","5,777.81","5,812.47","5,860.59","5,740.40","5.95B","-2.31%"
"2007年11月1日","5,914.28","5,978.94","6,005.13","5,912.50","6.49B","-0.68%"
"2007年10月31日","5,954.77","5,984.71","6,002.12","5,871.48","7.10B","0.98%"
"2007年10月30日","5,897.19","5,769.20","5,899.65","5,701.34","5.43B","2.60%"
"2007年10月29日","5,748.00","5,641.98","5,750.25","5,617.98","5.02B","2.83%"
"2007年10月26日","5,589.63","5,498.86","5,628.83","5,462.01","5.15B","0.49%"
"2007年10月25日","5,562.39","5,794.22","5,819.88","5,546.04","7.17B","-4.80%"
"2007年10月24日","5,843.11","5,804.02","5,906.69","5,793.56","6.03B","1.21%"
"2007年10月23日","5,773.39","5,660.07","5,776.02","5,574.84","5.85B","1.87%"
"2007年10月22日","5,667.33","5,742.79","5,804.84","5,654.91","5.44B","-2.59%"
"2007年10月19日","5,818.05","5,869.12","5,932.11","5,766.86","5.52B","-0.12%"
"2007年10月18日","5,825.28","6,031.92","6,055.47","5,804.97","6.98B","-3.50%"
"2007年10月17日","6,036.28","6,057.43","6,088.89","5,982.20","7.13B","-0.92%"
"2007年10月16日","6,092.06","6,056.95","6,124.04","6,040.71","8.82B","1.03%"
"2007年10月15日","6,030.09","5,934.77","6,039.04","5,866.13","9.87B","2.15%"
"2007年10月12日","5,903.26","5,950.90","5,959.36","5,658.81","11.91B","-0.17%"
"2007年10月11日","5,913.23","5,798.39","5,914.77","5,755.99","9.47B","2.46%"
"2007年10月10日","5,771.46","5,742.65","5,860.86","5,727.24","9.24B","0.97%"
"2007年10月9日","5,715.89","5,678.91","5,725.41","5,628.35","8.33B","0.41%"
"2007年10月8日","5,692.76","5,683.31","5,729.96","5,620.00","9.60B","2.53%"
"2007年9月28日","5,552.30","5,461.58","5,560.42","5,461.58","8.06B","2.64%"
"2007年9月27日","5,409.40","5,338.11","5,411.19","5,306.82","5.89B","1.33%"
"2007年9月26日","5,338.52","5,407.83","5,463.90","5,320.02","6.36B","-1.61%"
"2007年9月25日","5,425.88","5,500.27","5,509.23","5,396.48","9.65B","-1.08%"
"2007年9月24日","5,485.01","5,469.84","5,506.06","5,404.42","8.18B","0.56%"
"2007年9月21日","5,454.67","5,482.51","5,489.07","5,363.35","9.28B","-0.28%"
"2007年9月20日","5,470.06","5,408.48","5,482.43","5,396.11","8.65B","1.39%"
"2007年9月19日","5,395.27","5,439.02","5,447.36","5,336.07","8.97B","-0.55%"
"2007年9月18日","5,425.21","5,446.73","5,458.58","5,339.92","10.27B","0.07%"
"2007年9月17日","5,421.39","5,309.06","5,427.17","5,307.77","10.56B","2.06%"
"2007年9月14日","5,312.18","5,290.26","5,324.44","5,201.85","9.47B","0.73%"
"2007年9月13日","5,273.59","5,193.41","5,276.77","5,178.87","8.65B","1.95%"
"2007年9月12日","5,172.63","5,092.58","5,192.30","5,025.34","9.71B","1.15%"
"2007年9月11日","5,113.97","5,362.94","5,395.04","5,093.92","11.01B","-4.51%"
"2007年9月10日","5,355.29","5,208.32","5,356.86","5,169.90","10.24B","1.48%"
"2007年9月7日","5,277.18","5,381.19","5,405.36","5,269.25","11.98B","-2.16%"
"2007年9月6日","5,393.66","5,336.67","5,412.32","5,314.34","10.70B","1.56%"
"2007年9月5日","5,310.72","5,296.07","5,337.93","5,223.67","9.62B","0.31%"
"2007年9月4日","5,294.05","5,333.40","5,357.93","5,265.00","12.04B","-0.51%"
"2007年9月3日","5,321.06","5,257.78","5,327.54","5,257.78","12.58B","1.96%"
"2007年8月31日","5,218.82","5,184.09","5,235.16","5,158.37","10.36B","0.99%"
"2007年8月30日","5,167.88","5,144.11","5,186.53","5,109.66","10.12B","1.14%"
"2007年8月29日","5,109.43","5,147.71","5,204.53","5,063.41","10.08B","-1.64%"
"2007年8月28日","5,194.69","5,134.14","5,209.51","5,058.45","10.54B","0.87%"
"2007年8月27日","5,150.12","5,144.82","5,192.06","5,092.08","11.62B","0.83%"
"2007年8月24日","5,107.67","5,070.65","5,125.36","5,052.24","10.90B","1.49%"
"2007年8月23日","5,032.49","5,002.84","5,050.38","4,968.33","9.93B","1.05%"
"2007年8月22日","4,980.07","4,876.35","4,999.19","4,861.27","10.81B","0.50%"
"2007年8月21日","4,955.21","4,944.21","4,982.98","4,917.82","10.42B","1.03%"
"2007年8月20日","4,904.85","4,773.83","4,906.00","4,758.40","9.92B","5.33%"
"2007年8月17日","4,656.57","4,733.14","4,814.37","4,646.43","9.12B","-2.28%"
"2007年8月16日","4,765.45","4,845.02","4,845.02","4,710.31","9.05B","-2.14%"
"2007年8月15日","4,869.88","4,875.51","4,916.31","4,762.72","9.05B","-0.06%"
"2007年8月14日","4,872.78","4,820.15","4,876.85","4,789.90","8.86B","1.09%"
"2007年8月13日","4,820.06","4,768.62","4,872.55","4,728.89","11.42B","1.49%"
"2007年8月10日","4,749.37","4,745.18","4,769.62","4,640.77","10.19B","-0.10%"
"2007年8月9日","4,754.10","4,658.59","4,768.89","4,658.59","9.77B","1.95%"
"2007年8月8日","4,663.16","4,614.59","4,711.32","4,568.69","11.89B","0.26%"
"2007年8月7日","4,651.23","4,642.01","4,687.44","4,581.29","11.62B","0.50%"
"2007年8月6日","4,628.11","4,600.12","4,629.97","4,564.31","11.17B","1.48%"
"2007年8月3日","4,560.77","4,440.98","4,562.69","4,438.96","11.51B","3.47%"
"2007年8月2日","4,407.73","4,316.57","4,431.85","4,290.81","9.83B","2.49%"
"2007年8月1日","4,300.56","4,488.77","4,502.30","4,284.87","12.63B","-3.81%"
"2007年7月31日","4,471.03","4,432.27","4,476.63","4,379.20","10.86B","0.68%"
"2007年7月30日","4,440.77","4,348.61","4,450.19","4,345.79","11.26B","2.20%"
"2007年7月27日","4,345.36","4,315.37","4,357.34","4,268.79","10.02B","-0.03%"
"2007年7月26日","4,346.46","4,347.78","4,371.51","4,304.19","9.92B","0.52%"
"2007年7月25日","4,323.97","4,212.95","4,325.38","4,212.23","9.40B","2.70%"
"2007年7月24日","4,210.33","4,238.32","4,284.83","4,192.72","11.10B","-0.07%"
"2007年7月23日","4,213.36","4,091.24","4,220.32","4,091.24","12.17B","3.81%"
"2007年7月20日","4,058.85","3,918.41","4,062.12","3,918.41","8.31B","3.73%"
"2007年7月19日","3,912.94","3,918.54","3,947.33","3,887.59","4.87B","-0.44%"
"2007年7月18日","3,930.06","3,880.85","3,971.61","3,861.91","6.29B","0.87%"
"2007年7月17日","3,896.19","3,809.56","3,919.78","3,767.22","4.87B","1.94%"
"2007年7月16日","3,821.92","3,920.65","3,931.87","3,820.57","4.76B","-2.36%"
"2007年7月13日","3,914.39","3,920.83","3,935.51","3,878.18","4.60B","-0.04%"
"2007年7月12日","3,915.99","3,874.04","3,925.60","3,861.04","5.52B","1.30%"
"2007年7月11日","3,865.72","3,837.80","3,879.29","3,812.14","5.14B","0.33%"
"2007年7月10日","3,853.02","3,895.91","3,929.42","3,841.80","7.66B","-0.78%"
"2007年7月9日","3,883.22","3,809.67","3,900.90","3,782.73","8.35B","2.69%"
"2007年7月6日","3,781.35","3,599.82","3,785.35","3,563.54","8.07B","4.58%"
"2007年7月5日","3,615.87","3,769.64","3,778.40","3,614.53","6.34B","-5.25%"
"2007年7月4日","3,816.16","3,906.01","3,916.47","3,800.28","5.65B","-2.14%"
"2007年7月3日","3,899.72","3,854.72","3,906.76","3,821.46","6.97B","1.65%"
"2007年7月2日","3,836.29","3,800.23","3,859.86","3,724.19","7.43B","0.41%"
"2007年6月29日","3,820.70","3,824.29","3,919.34","3,779.81","8.61B","-2.39%"
"2007年6月28日","3,914.20","4,080.19","4,113.28","3,912.81","9.78B","-4.03%"
"2007年6月27日","4,078.60","3,985.72","4,090.72","3,948.29","9.51B","2.65%"
"2007年6月26日","3,973.37","3,863.25","3,976.19","3,818.85","9.38B","0.82%"
"2007年6月25日","3,941.08","4,102.79","4,131.13","3,912.42","10.16B","-3.68%"
"2007年6月22日","4,091.45","4,230.97","4,249.43","4,024.49","11.97B","-3.29%"
"2007年6月21日","4,230.82","4,170.89","4,256.54","4,147.05","11.29B","1.18%"
"2007年6月20日","4,181.32","4,269.45","4,312.00","4,164.27","13.52B","-2.07%"
"2007年6月19日","4,269.52","4,247.74","4,280.85","4,209.57","12.46B","0.38%"
"2007年6月18日","4,253.35","4,195.39","4,267.74","4,193.31","12.90B","2.92%"
"2007年6月15日","4,132.87","4,085.66","4,152.54","4,067.36","10.87B","0.43%"
